数据ID,类别,评论内容,属性,情感标签
TRAIN_54134,图书音像,喜欢 王小波的书给我这个程序猿带来了很多快乐,其他,1
TRAIN_54135,图书音像,对补偿的理论和政策讲得非常的深入做征地移民安置的话推荐一定要看 对补偿的理论和政策讲得非常的深入做征地移民安置的话推荐一定要看,其他,1
TRAIN_54136,电脑/办公,很超值 20支替芯一支不少。看了一下包装挺不错的以前一直用的钢笔现在改用水笔了。至于替芯质量只能说一分价一分货已经不错了。,其他,1
TRAIN_54137,图书音像,很好 印刷质量不错。配送很及时。,质量,1
TRAIN_54137,图书音像,很好 印刷质量不错。配送很及时。,印刷,1
TRAIN_54138,图书音像,郑玉巧教妈妈喂养—— 是正版书包装精美纸张优质。,包装,1
TRAIN_54138,图书音像,郑玉巧教妈妈喂养—— 是正版书包装精美纸张优质。,纸张,1
TRAIN_54138,图书音像,郑玉巧教妈妈喂养—— 是正版书包装精美纸张优质。,正版,1
TRAIN_54139,图书音像,性价比真低 纸质真的很不错。只是内容实在有点少……大概十组左右的反义词。实在有点贵……,内容,0
TRAIN_54139,图书音像,性价比真低 纸质真的很不错。只是内容实在有点少……大概十组左右的反义词。实在有点贵……,纸张,1
TRAIN_54140,图书音像,明明是活动赠品 却分开发货 收取费用 明明是活动赠品 却分开发货 收取费用 以前看到这样的评论还不信 没想到自己也会遇到这种事,其他,0
TRAIN_54141,图书音像,侧面切割都不太整齐 感觉和亚亚马逊上其他的书的纸质都不一样侧面的切割也不是很整齐感觉一般吧。。。,其他,1
TRAIN_54142,图书音像,新四级题型 是下半年十二月份的新四级英语卷子勇气感觉不错,其他,1
TRAIN_54143,美妆个护,一直在用很不错的一款唇膏 一直在用这款唇膏味道很清新效果不错,效果,1
TRAIN_54144,美妆个护,这款洗面奶非常好用哦强烈推荐 这四款我都有用过泡沫很丰富容量也大原来的旧包装那种外面有塑料封膜的120g可惜现在换了新装没有了密封膜容量也减少到100g了。人家我发现一个地方卖的很便宜大概是最便宜了呵呵北京有卖的哦在西四环的欧尚购物中心地下一层只要18.9元一支比卓越便宜好多北京的姐妹们可以去买哦。如果卓越降低到同等价格那当然还是网上买合适毕竟不用跑腿了冬天天冷嘛。。。,价格,1
TRAIN_54145,图书音像,真心不错 强烈推荐质朴的语言不晦涩的文字读起来很舒服像与一位智者在交谈,其他,1
TRAIN_54146,食品/保健,特别好 我觉得挺好 挺好挺好HAO HAOHAOHAO,其他,1
TRAIN_54147,图书音像,很不错 比想象中的小就比手掌大一点宝宝看到颜色鲜艳的动物很喜欢里面的句子也朗朗上口纸板够厚宝宝撕不了,纸张,1
TRAIN_54148,图书音像,收到书了 喜欢它的排版以后一定慢慢看喜欢。就是书的封面没有图中那么好太薄了,排版,0
TRAIN_54148,图书音像,收到书了 喜欢它的排版以后一定慢慢看喜欢。就是书的封面没有图中那么好太薄了,插图,0
TRAIN_54149,家居生活,好评 孩子用着觉得还可以没什么味道,其他,1
TRAIN_54150,图书音像,好 文笔与故事情节都很吸引人,内容,1
TRAIN_54151,图书音像,行走中的玫瑰 该书很满意值得推荐,其他,1
TRAIN_54152,图书音像,还行 因为是给弟弟买 他看后觉得还不错,其他,1
TRAIN_54153,电脑/办公,很好 很好用了一段时间没发现什么问题,其他,1
TRAIN_54154,手机/数码,不太好 对这款耳机很失望。。低音效果太差了。。或者说完全没有低音。。。,其他,1
TRAIN_54155,图书音像,物有所值 很不错 物有所值上下两本加起来40 很划算 快递也很给力 第二天就到了,价格,1
TRAIN_54156,图书音像,TA 刚看一小部分写的还行书就是太薄了,其他,1
TRAIN_54157,手机/数码,这个很一般 买的时候没仔细看图。买到之后发现材质确实不怎么样。,其他,1
TRAIN_54158,图书音像,喜欢 虽然和以前买的书类似但是也很喜欢,其他,1
TRAIN_54159,其他,一般啦 书内容感觉挺无聊的不像介绍那样有趣纯个人观点,其他,0
TRAIN_54160,图书音像,小巧清晰 其实考虑到十几块的价格肯定不会是原装的。那么对于印刷就不应该有太苛刻的要求。字很清晰封面的纸张也很好。小巧的版本可以带着四处走而不会有负担。这个是从北京库房发货的我第一次在这里买书等了两天才收到。,纸张,1
TRAIN_54160,图书音像,小巧清晰 其实考虑到十几块的价格肯定不会是原装的。那么对于印刷就不应该有太苛刻的要求。字很清晰封面的纸张也很好。小巧的版本可以带着四处走而不会有负担。这个是从北京库房发货的我第一次在这里买书等了两天才收到。,封面,1
TRAIN_54161,图书音像,经典名著 “伟大底星球倘若不有为你所照耀之物你的幸福何有”经典的名著名译感觉比三联版的《查拉图斯特拉如是说》译的好。,其他,1
TRAIN_54162,图书音像,还不错 我感觉书还不错但是孩子不是很喜欢,其他,1
TRAIN_54163,图书音像,还不错与事实相符。,描述,1
TRAIN_54164,图书音像,很好 把枯燥的历史写的如此精彩赞一个,其他,1
TRAIN_54165,手机/数码,商品不错 商品来的很快保护做的也很好总体不错但就是只有一个裸机室友和我买的一样的型号手机也是在亚马逊买的价格比我便宜就不说了但他的还送了耳机和手机套唉算了吧买都买了。手机送来的还是蛮快的也是全新品还是给好评,价格,1
TRAIN_54166,图书音像,经典书需细细体味 这本书真的不错帮助读者对算法有了更实际的理解,其他,1
TRAIN_54167,图书音像,爵迹 我喜欢麒零和神音啦......,其他,1
TRAIN_54168,手机/数码,看上去不错 看上去不错用起来也挺有质感的后续进一步观察中,其他,1
TRAIN_54169,图书音像,质量有问题 上册的最后二章没有重复前面二章搞什么搞,其他,1
TRAIN_54170,图书音像,挺好的 送货很快 书很好 不错,其他,1
TRAIN_54171,图书音像,喜欢 喜欢内容对孩子有指导意义,其他,1
TRAIN_54172,电脑/办公,穿墙能力还可以 设置挺简单的穿墙能力也很不错,其他,1
TRAIN_54173,手机/数码,正品 确认是正品就是赠品还得单独点击才给有点麻烦,其他,1
TRAIN_54174,图书音像,质量太差了 纸张真烂就是盗版上当200多呢从来没有遇到过怎么会是那样的纸,质量,0
TRAIN_54174,图书音像,质量太差了 纸张真烂就是盗版上当200多呢从来没有遇到过怎么会是那样的纸,纸张,0
TRAIN_54174,图书音像,质量太差了 纸张真烂就是盗版上当200多呢从来没有遇到过怎么会是那样的纸,正版,0
TRAIN_54175,图书音像,有趣 看完你会发现小S真是个有趣的人物哦。,其他,1
TRAIN_54176,图书音像,有质感 亚马逊自己出售的书从来没让我失望过。,其他,1
TRAIN_54177,图书音像,很好的书 灰常灰常灰常好使,其他,1
TRAIN_54178,图书音像,还没拆封 这本书以前看过很喜欢现在买来主要是收藏有时间再看看书的内容很不错喜欢虽然现在还没拆封但是看封面就觉得很好这本书很值得买。,内容,1
TRAIN_54178,图书音像,还没拆封 这本书以前看过很喜欢现在买来主要是收藏有时间再看看书的内容很不错喜欢虽然现在还没拆封但是看封面就觉得很好这本书很值得买。,封面,1
TRAIN_54179,图书音像,很“复古” 分类很朴实能力、重要性、同意、赞成等等级别很朴实非正式、中性、正式体。朴实的让我想起我刚学英语的时候但是我一直觉得那是最适合我学英语的方式一个单词一个句子学得特别扎实我是受够了现在各种花花绿绿的书。诚恳的说一句十分好用捎带脚买了一本语法一个风格的。,其他,1
TRAIN_54180,图书音像,考研必备用书啊 很好 很好 考研必备用书啊 很好 很好,其他,1
TRAIN_54181,图书音像,很喜欢值得收藏 这个版本我认为是比较实用和权威的。要言不烦排版好质量好,质量,1
TRAIN_54181,图书音像,很喜欢值得收藏 这个版本我认为是比较实用和权威的。要言不烦排版好质量好,排版,1
TRAIN_54182,图书音像,有点空话的感觉 感觉还不错就是编者个人的感觉太强烈了有的地方有点儿过,其他,1
TRAIN_54183,其他,喜欢班长7年了浅彩虹依旧 班长祝你幸福快乐一直在支持你的大班同学。,其他,1
TRAIN_54184,手机/数码,还好 就是电池不能更换拆解用完了不知怎么办,电池,1
TRAIN_54185,图书音像,每个人都有一个国 很喜欢这本书 表示里面的有一段话很喜欢 郭敬明捧着书问X波的“为什么我的《小时代》是歪的”X波说“这个时代本来都是歪的。”,其他,1
TRAIN_54186,图书音像,电脑扫描还不对焦 吓人是盗版的电脑扫描还不对焦。哥们活太次了。价格很贵的真的不敢再买你们的书了再见。,其他,0
TRAIN_54187,图书音像,比较简单 还好很多小知识感觉有用就有用要是不那样做或者不需要还是没有什么用 就摆那儿 。,其他,1
TRAIN_54188,图书音像,向加菲看齐生活会无限美好嘿嘿 加菲猫妙想故事里面加菲猫还是一样搞笑经典要向加菲看齐生活会无限美好嘿嘿,其他,1
TRAIN_54189,其他,虽然还没用但质量还是不错的 发货比较快虽然还没用上但东西的质量还可以。,其他,1
TRAIN_54190,图书音像,还好吧 一般不妨一看小有收益,其他,1
TRAIN_54191,图书音像,很实惠的哦 这本书是跟3一起买到的相信亚马逊虽然还没有到下半年但是还是一起顺手买回来了。很好的书,价格,1
TRAIN_54192,图书音像,好 非常不错的说快递也是非常给力,其他,1
TRAIN_54193,图书音像,不错 书本很不错内容图文并茂很吸引人,内容,1
TRAIN_54193,图书音像,不错 书本很不错内容图文并茂很吸引人,插图,1
TRAIN_54194,图书音像,喜欢 内容很好很喜欢买回来都不舍得看的那么快了还特别想看真的很好看,外观,1
TRAIN_54194,图书音像,喜欢 内容很好很喜欢买回来都不舍得看的那么快了还特别想看真的很好看,内容,1
TRAIN_54195,图书音像,中间有几页印刷很差 内容总体不错纸质也挺好就是中间有几页印刷有叠影的感觉了P122-123126-127130-131138-139142-143146-147.总体章节和课本还是衔接得当的希望10月的考试能够顺利pass,内容,0
TRAIN_54195,图书音像,中间有几页印刷很差 内容总体不错纸质也挺好就是中间有几页印刷有叠影的感觉了P122-123126-127130-131138-139142-143146-147.总体章节和课本还是衔接得当的希望10月的考试能够顺利pass,印刷,0
TRAIN_54195,图书音像,中间有几页印刷很差 内容总体不错纸质也挺好就是中间有几页印刷有叠影的感觉了P122-123126-127130-131138-139142-143146-147.总体章节和课本还是衔接得当的希望10月的考试能够顺利pass,纸张,1
TRAIN_54196,手机/数码,给老爸买的手机老爸很喜欢 9月30日下单10月7日才收到对于物流配送我简直无语从10月2日到6日一直在长春根本无人配送让人气愤之极 再说说手机由于没有亲见不能做更多评论但老爸反馈屏幕、按键、通话质量都不错铃音偏小估计是默认铃音没有调整。老爸还问到是否能上网的问题我不知如何作答呵呵。电池2000多毫安时应该很给力。 实体店499元但多一块电池亚马逊在电商中价格算是最给力的了希望能用的长久。,其他,1
TRAIN_54197,图书音像,不错啊 很快书挺好滴适合像偶一样滴初学者啊,其他,1
TRAIN_54198,美妆个护,发了二手货给我 收到货品时包装已经被人打开的打开盒盖里面缺了一大块卓越搞什么鬼花钱买了二手货,其他,0
TRAIN_54199,图书音像,等等等等等等等等等等等等等等等等等等等等等等等等等等 等等等等等等等等等等等等等等等等等等等等等等等,其他,1
TRAIN_54200,图书音像,不错 小孩挺喜欢看这部书的就是我觉得有些图片稍微有一点血腥,其他,1
TRAIN_54201,图书音像,值得一看的好书 这本书内容朴实对于需要心灵修养的人来说的确是本值得推荐的书因为它会让你平静、理性,内容,1
TRAIN_54202,图书音像,不错 不错。送亲戚的很喜欢,其他,1
TRAIN_54203,图书音像,书很好 包装的很好。很严实。送的也很快,包装,1
TRAIN_54204,电脑/办公,好 家里的音箱坏了。买了这个一试效果真不错,其他,1
TRAIN_54205,图书音像,一般 就如商品描述那样的有点蒙。,其他,1
TRAIN_54206,图书音像,好书 书的内容简单易懂虽然没全看完但所看的章节里面那些重要的道理印象深刻。是一本值得购买并收藏的好书。,内容,1
TRAIN_54207,食品/保健,一如既往的好 一如既往的好买了好多次了,其他,1
TRAIN_54208,图书音像,愿你与这世界温暖相拥 喜欢淡淡的温暖和平静,其他,1
TRAIN_54209,母婴/玩具,不错的 给小侄女买的她就特喜欢玩打地鼠还是不错的就是地鼠很容易掉出来,其他,1
TRAIN_54210,图书音像,童心未泯的孩子值得一读 外观、印刷、纸质都还不错。 走进顾城的世界童话般编织美好随心随性的彻底。 文字很意识流精简意味深长独特的表达角度时常让人眼前一靓。 但是目录堆砌得一塌糊涂排版有问题不是很直观,纸张,1
TRAIN_54211,家居生活,还好 感觉还可以但是收到时却发现盒盖有摩擦过的痕迹。包装得并不是很好。,容量,1
TRAIN_54212,图书音像,适合女孩子看的书 说女孩子的故事 不过儿子还挺喜欢看的.,其他,1
TRAIN_54213,图书音像,丢钱了。。。 我于5月18号在本店购买了一本maya白金手册3商品编号为1031MLN63SH收到货以后书没有发票随书附带一张A4纸醒目的写着“感谢您通过亚马逊购买天津图书的商品如果您满意请给五颗星的好评如果您不满意请悄悄的告诉我13820谢谢您的惠顾”。当时我也是看着这麽多的好评才购买的想不到这麽多猫腻。先不说这个书到了但是第三张光盘播放比较卡还无法拷贝。我打电话问商家发票和光盘的问题发票问题却以荒唐的理由搪塞也不说这个。关键是光盘他说他那都没有问题说的好像我要坑他似的我为一张光盘还给你打长途来坑你我脑袋有病吧。最后他说在给我重新发一张结果过去三天了我今天打电话问他他居然还在跟我核对时不是地第三张光盘如果我不打电话你是不是还在核对中最值得怀疑的是他说昨天给我打好几个电话说我的电话都处于通话状态。请问可能不我昨天一天都有课电话每天都处于开机状态而且也没有通过话要不要我把通话记录截图给你看看你也不想想光盘关乎我的是利益在说通话记录里也没有。综上述个人感觉卖家不诚信遇到问题找理由。我就当丢了100块钱吧。。。。。,价格,0
TRAIN_54214,图书音像,我要陪你度过那些零星装点着的漫长岁月。 那些文字里面的小小感动和温暖美好都是一种回忆的起始。,其他,1
TRAIN_54215,电脑/办公,并没有4G 我在这里买了两个了另一个是我朋友的。货到付款之后试了一下才发现实际内存只有3.69G我的0.4G啊T.T顿时心凉了一大截,其他,1
TRAIN_54216,图书音像,和标题不符 和标题不符内容很枯燥,描述,0
TRAIN_54217,图书音像,还不错 书刚收到还没开始看跟我在澳洲看到的差不多而且还便宜不少。之前就很喜欢迪亚兹拍的同名电影这次买书回来细细回味。,价格,1
TRAIN_54218,家居生活,幸运 因为架子没坏但是买了以后貌似降价了哦。质感不错但是不粘锅专用铲感觉是塑料一样的。我自己不常用如果常用的人感觉竹铲更健康和耐用。,质量,1
TRAIN_54219,图书音像,看电视里推荐的很好 新爸妈使用很合适。看电视里一个女主持人推荐的。,其他,1
TRAIN_54220,电脑/办公,商家很好 收到第一个货品用了一个星期出了点小问题商家立即给退换了退换速度也很快音质不错。,速度,1
TRAIN_54220,电脑/办公,商家很好 收到第一个货品用了一个星期出了点小问题商家立即给退换了退换速度也很快音质不错。,音质,1
TRAIN_54221,手机/数码,不错 手机相当不错质量很好。很好用。,质量,1
TRAIN_54222,图书音像,赞 东西很不错感觉很齐全。我很喜欢谢谢。,其他,1
TRAIN_54223,家用电器,非常好 不论从质量到使用都非常令人愉快。,容量,1
TRAIN_54224,图书音像,因为李安 我一向对传记非常的挑剔怕被一些借名人出名的人误导。买这本书时是因为李安。 真正喜欢李安是“饮食男女”“喜宴”。看见一个温和而内敛的导演站在不同的两个社会问题前面用画面讲述一种无奈。 如果你还没有看过李安的电影或者是你只看过色戒那就不推介这本书应该先看电影。,其他,1
TRAIN_54225,图书音像,一本很不错的书 我这本海南出版社的《脉望》附医道还元不是从卓越买的是到广州出差在天河书城购买的书很厚约有一寸纸质较轻。装订很好书并不重呵呵我喜欢躺在床上看书比较好拿。武国忠的著作我买了许多这本书我看了是他点校才买的。至于内容干嘛需要慢慢体会了毕竟这种书不是一天、两天能领会透彻的。是2011年1月第一版。,内容,0
TRAIN_54225,图书音像,一本很不错的书 我这本海南出版社的《脉望》附医道还元不是从卓越买的是到广州出差在天河书城购买的书很厚约有一寸纸质较轻。装订很好书并不重呵呵我喜欢躺在床上看书比较好拿。武国忠的著作我买了许多这本书我看了是他点校才买的。至于内容干嘛需要慢慢体会了毕竟这种书不是一天、两天能领会透彻的。是2011年1月第一版。,纸张,1
TRAIN_54226,图书音像,不错 书挺厚比较系统由于是纯英文的刚看起来比较费劲啦,其他,1
TRAIN_54227,家用电器,爸妈很满意 东西很快送来了物美价廉安装的师傅也很好。唯一不足的是快递人员服务态度傲慢不肯开箱验货只管要钱。,价格,1
TRAIN_54227,家用电器,爸妈很满意 东西很快送来了物美价廉安装的师傅也很好。唯一不足的是快递人员服务态度傲慢不肯开箱验货只管要钱。,安装,1
TRAIN_54228,图书音像,确实不错。 塞林格写的风格确实很好很优秀 作品翻译的也很好但是前面的那个译越想越认为别扭别扭得慌如果没有我会像对待塞林格那样欣赏这位译者的。 值得孩子位一看值得推荐。译林出版了另一版本没看过不知道翻译得是不是比这种更好。说实话这个译本有点老了。书中的口语化跟不上时代了。,其他,1
TRAIN_54229,图书音像,评价 很好。。还有插图不错,插图,1
TRAIN_54230,电脑/办公,很方便没感到延迟 很方便没感到延迟 发货也很快键盘盒子外面还有一个大合子保护很用心 键盘没有开关不清楚电池是否经用。,包装,1
TRAIN_54230,电脑/办公,很方便没感到延迟 很方便没感到延迟 发货也很快键盘盒子外面还有一个大合子保护很用心 键盘没有开关不清楚电池是否经用。,键盘,1
TRAIN_54231,家用电器,好用 方便耐用亚马逊很好,质量,1
TRAIN_54232,图书音像,书可能很好但我还仅仅在下单并付款的阶段商家在不提前通知我的情况下取消我的订单也不给任何解释。第二天我又下了一个同样的订单也一样被不知情的情况下被无故取消。商家无视客户的程度令人心寒 商家对客户一点都不尊重令人心寒请大家购书的时候谨慎选择,其他,0
TRAIN_54233,图书音像,太贵 再便宜些吧,价格,1
TRAIN_54234,图书音像,好书 书是不错 可是太厚一本了 丢在一边不想看,其他,1
TRAIN_54235,图书音像,不错一分钱一分货。 不错一分钱一分货。,其他,1
TRAIN_54236,家具/家装/建材,送货超快 晚上下订第二天居然就到了.送货超快. 架子比较单薄安装还算容易我是自己拿把一字螺丝刀一个人装好的但正如之前有买家说的边角比较锋利小孩要小心.,安装,0
TRAIN_54236,家具/家装/建材,送货超快 晚上下订第二天居然就到了.送货超快. 架子比较单薄安装还算容易我是自己拿把一字螺丝刀一个人装好的但正如之前有买家说的边角比较锋利小孩要小心.,组装,0
TRAIN_54236,家具/家装/建材,送货超快 晚上下订第二天居然就到了.送货超快. 架子比较单薄安装还算容易我是自己拿把一字螺丝刀一个人装好的但正如之前有买家说的边角比较锋利小孩要小心.,配件,1
TRAIN_54237,图书音像,不错 应该是正版的纸张比较好字迹也清晰。这本书是我们的高级英语老师推荐的她说好好看的话一定会有很多收获的。,外观,1
TRAIN_54237,图书音像,不错 应该是正版的纸张比较好字迹也清晰。这本书是我们的高级英语老师推荐的她说好好看的话一定会有很多收获的。,印刷,1
TRAIN_54237,图书音像,不错 应该是正版的纸张比较好字迹也清晰。这本书是我们的高级英语老师推荐的她说好好看的话一定会有很多收获的。,纸张,1
TRAIN_54237,图书音像,不错 应该是正版的纸张比较好字迹也清晰。这本书是我们的高级英语老师推荐的她说好好看的话一定会有很多收获的。,正版,1
TRAIN_54238,图书音像,还行 比较全面。。。法条编辑的形式有待提高,其他,1
TRAIN_54239,家具/家装/建材,如果凑合用还行 东西比较全但是质量不敢恭维。 平口螺丝刀缺角了。 刀的质量也很差。 秒杀价格倒不算贵但是实用价值不太高。 如果凑合用还行。,其他,1
TRAIN_54240,电脑/办公,很适合我 鼠标跟音箱我都挺满意意的价格不贵质量也很好可以说是物美价廉,价格,1
TRAIN_54241,图书音像,物理学基础对大学物理的学习有帮助 循序渐进理解上较为容易,其他,1
TRAIN_54242,电脑/办公,有点失望 的确很小但没想到传输速度太慢了。3-4兆每秒很无语。。,速度,0
TRAIN_54243,图书音像,很不错的书 卓越的服务我觉得很好啊 买过很多次东西 先是书 觉得好 又开始买别的 送快递的都认识我们了 连我们科室的老古板都开始在卓越买东西了呵呵,其他,1
TRAIN_54244,图书音像,评论 字有点小哦有点旧旧的感觉,其他,1
TRAIN_54245,图书音像,名著名译 曹明伦先生是出色的翻译家他翻译的弗罗斯特的诗歌很经典翻译小说更是游刃有余能够反映出爱伦坡营造的意境。,其他,1
TRAIN_54246,家居生活,还行 洗完松木味很大就是不知道怎么看出除菌效果好不好……,其他,1
TRAIN_54247,图书音像,下垂眼 等这本书等了好久 好喜欢,其他,1
TRAIN_54248,图书音像,还好 明白其实自己内心的意识也会对自己的行为有一定程度的影响,其他,1
TRAIN_54249,图书音像,挺好的 喜欢三毛的作品这本书也还可以,其他,1
TRAIN_54250,图书音像,最新的 新的时事政治和科技知识 题型的敏感度也更新了,其他,1
TRAIN_54251,手机/数码,机子是行货 应用也没有大家所说的那么少 整体感觉不错 第一次发的照相快捷键有松动不过后来卖家给换了耳机说偏音也乐可给换了态度很好。 另外在应用上感觉一点都不少常用的软件、游戏一个不少而且正版系统给人一种很舒服的感觉不像安卓那么杂乱。还有诺基亚的特色应用真的很不错大爱它的城市探索功能特别炫还特别实用。照相在这个价位算很好的了另外单手操作手感也很舒适总之现在这个价位买到绝对物超所值都说苹果高富帅安卓屌丝WP高贵的确用着有一种鹤立鸡群的感觉。,服务,1
TRAIN_54251,手机/数码,机子是行货 应用也没有大家所说的那么少 整体感觉不错 第一次发的照相快捷键有松动不过后来卖家给换了耳机说偏音也乐可给换了态度很好。 另外在应用上感觉一点都不少常用的软件、游戏一个不少而且正版系统给人一种很舒服的感觉不像安卓那么杂乱。还有诺基亚的特色应用真的很不错大爱它的城市探索功能特别炫还特别实用。照相在这个价位算很好的了另外单手操作手感也很舒适总之现在这个价位买到绝对物超所值都说苹果高富帅安卓屌丝WP高贵的确用着有一种鹤立鸡群的感觉。,系统,0
TRAIN_54252,图书音像,法律人的利器 我志在学习法律英语所以这本词典就是案头之书了。一个法律英语学习道路上的小兵开始了漫漫的旅程......,其他,1
TRAIN_54253,图书音像,如果有着急用的书千万别在卓越上买卓越和快递公司真差劲 给孩子买两本着急用的书结果用了8天还没到货真是可气以后再也不在卓越买书了服务真差卓越太耽误事回应0,其他,1
TRAIN_54254,图书音像,款式漂亮 我是2011年初看到这本书的里面的款式很好看几乎个个都喜欢有详细的图纸和步骤说明会织毛衣的人像我们的六十岁左右的妈妈应该能看懂彩色印刷纸张很好。卓越网没放图片真是太可惜了。大家也可以在超市或者书店里先看这本书我就是在上海的大超市里看中的。,外观,1
TRAIN_54254,图书音像,款式漂亮 我是2011年初看到这本书的里面的款式很好看几乎个个都喜欢有详细的图纸和步骤说明会织毛衣的人像我们的六十岁左右的妈妈应该能看懂彩色印刷纸张很好。卓越网没放图片真是太可惜了。大家也可以在超市或者书店里先看这本书我就是在上海的大超市里看中的。,印刷,1
TRAIN_54254,图书音像,款式漂亮 我是2011年初看到这本书的里面的款式很好看几乎个个都喜欢有详细的图纸和步骤说明会织毛衣的人像我们的六十岁左右的妈妈应该能看懂彩色印刷纸张很好。卓越网没放图片真是太可惜了。大家也可以在超市或者书店里先看这本书我就是在上海的大超市里看中的。,纸张,1
TRAIN_54255,美妆个护,不错 还是蛮喜欢的 有牛奶的香气 就是夏天用有一点油腻 不够清爽,其他,1
TRAIN_54256,图书音像,可爱 台历很有创意内容也很有意思不错给新的一年增添了份新意。,其他,1
TRAIN_54257,图书音像,不错 书的质量不错纸张也行,质量,1
TRAIN_54257,图书音像,不错 书的质量不错纸张也行,纸张,1
TRAIN_54258,图书音像,可爱的童话 没有啰嗦废话也没有自以为是的说教好像重复了嘿嘿还不错。,其他,1
TRAIN_54259,图书音像,很好很清晰 这本和星火的那一本都看过了个人感觉这本更加清晰有序星火那本内容总有种毛毛擦擦的感觉星火可以拿来做这本的补充,其他,1
TRAIN_54260,运动户外,物有所值 物有所值性价比高非常喜欢。。。,价格,1
TRAIN_54261,图书音像,质量不错 内容编写不错。质量也不错,质量,1
TRAIN_54261,图书音像,质量不错 内容编写不错。质量也不错,内容,1
TRAIN_54262,图书音像,书真的很有趣 内容真的很有趣 连我这个大人读了也觉得情节曲折 想象力丰富 也算弥补了小时候看课外书看的少的缺憾 都不由得羡慕起自己的孩子来了不过刚刚一周岁的他只对卡片感兴趣 这书里的字 相对于一岁的孩子太多了 他没有那么长时间的注意力,其他,1
TRAIN_54263,图书音像,垃圾 就是一个骗子垃圾得没法说了,其他,0
TRAIN_54264,图书音像,很一般 纸质有点差有点臭还没开始看,纸张,0
TRAIN_54265,鞋类箱包,行吧 价格有点高国产做工够用了,其他,1
TRAIN_54266,图书音像,相宜评论 还不错一直用相宜本草这个牌子的挺干净、舒服的,其他,1
TRAIN_54267,图书音像,读者评论 还可以了就是邮递太慢了最近还有什么优惠活动吗如果合心意的话还想再买。,其他,1
TRAIN_54268,图书音像,比较实用 对话设计的比较符合实际情况,其他,1
TRAIN_54269,电脑/办公,小巧但功能齐全 非常棒的平板电脑替同事买的她非常喜欢。,其他,1
TRAIN_54270,电脑/办公,让人满意的打印机 打印机买回来以后我就开始安装使用了非常好用可以说是物美价廉送货人也非常热情态度很好我非常满意。,价格,1
TRAIN_54270,电脑/办公,让人满意的打印机 打印机买回来以后我就开始安装使用了非常好用可以说是物美价廉送货人也非常热情态度很好我非常满意。,服务,1
TRAIN_54271,美妆个护,还好 曼秀雷敦的东西还是不错的。,其他,1
TRAIN_54272,母婴/玩具,宝宝非常喜欢 买了几个月了宝宝从18个月到现在的快23个月玩积木的程度是不断进步的。从开始的你搭积木他给推倒。到现在的自己拿起来不用指导就可以搭很高还可以把不同的积木块搭在一起。宝宝最喜欢其中的四个软积木称之为“包包”其次喜欢圆柱体和桥型积木对正方体不感兴趣。每次搭高全是选择圆柱体来搭。,其他,1
TRAIN_54273,图书音像,一本好书 这次是我第一次网上购书总体感觉不错。这本书是收到货最准时、包装最好塑封的。其他两本书一本前12页的页码乱了套好在没有缺页将就着能看另一本可能是库存问题被分开邮递晚到了几天。总体感觉不错以后还会在这里买书的。,其他,1
TRAIN_54274,图书音像,老少皆爱 真是太喜欢这本书了我家宝宝爱不释手强烈推荐给各位宝妈,其他,1
TRAIN_54275,手机/数码,Lenovo 联想 A820e 电信3G手机 手机超薄四核速度还是很快的像素还可以还有闪光灯性价比很高。,相机,1
TRAIN_54276,图书音像,没有他的长篇精彩 这本算是题材出新吧虽然东野是怪才这本内容题材也呼应了题目“黑笑 荒诞反讽但短篇篇幅段铺陈不够就容易讲成冷笑话。我觉得这是东野对新风格的实验作品引人入胜的程度远不如他的长篇小说。,其他,1
TRAIN_54277,图书音像,一般般 书不齐 质量一般般 像是那种货底子 不过应该是正品 整体感觉一般 还可以吧,质量,0
TRAIN_54278,图书音像,拓展视野 这本书不错讲述了各种名品的历史渊源强烈刺激了我的视觉神经和脑部神经让我受益匪浅,其他,1
TRAIN_54279,手机/数码,性能不错性价比可以哦 买给老爸的不知道他会不会喜欢个人还是比较喜欢的外观不错配置够用就是定制机器的通病预装的东西太多了。,其他,1
TRAIN_54280,母婴/玩具,AUBY 澳贝 婴幼儿动物乐园摇铃套装 463134 送人的说小孩子很喜欢,其他,1
TRAIN_54281,图书音像,给孩子买的书 至少她很喜欢呵呵 给孩子买的书 至少她很喜欢呵呵,其他,1
TRAIN_54282,美妆个护,用着不错.实惠 洗 完头发很顺.很好..量大实惠,价格,1
TRAIN_54283,图书音像,满意 很精巧携带很方便不错,其他,1
TRAIN_54284,美妆个护,很润但... 颜色挺喜欢大学里同学们比较热衷的系列因为颜色很正。不过持久度不强易脱。,颜色,1
TRAIN_54285,母婴/玩具,挺满意的 发货很快包装完好送货师傅给送上门。 组装上稍微有点复杂不过还好。 孩子太小还没用过不过做工很细致用料也不错。 唯一的问题为啥后背那个米奇图案不正呢是我装的不对吗,物流,1
TRAIN_54285,母婴/玩具,挺满意的 发货很快包装完好送货师傅给送上门。 组装上稍微有点复杂不过还好。 孩子太小还没用过不过做工很细致用料也不错。 唯一的问题为啥后背那个米奇图案不正呢是我装的不对吗,包装,1
TRAIN_54286,图书音像,好 除了高分策略外其他都好,其他,1
TRAIN_54287,电脑/办公,单色光其他还是蛮好的感觉还是贵了点。 单色光其他还是蛮好的感觉还是贵了点。,其他,1
