数据ID,用户ID,商品ID,评论时间戳,评论标题,评论内容
TEST_21974,294331.0,PRODUCT_460970,1383580800,好,"本书很好,很全,物超所值!"
TEST_21975,101723.0,PRODUCT_266728,1314633600,好,"不错,书是正版,光盘没试。还行。"
TEST_21976,94969.0,PRODUCT_428865,1336924800,"送货快,质量好","送货很快,包裹保存完好,书的质量蛮好"
TEST_21977,172156.0,PRODUCT_82372,1357142400,很适合我看,"生词不多,适合阅读,"
TEST_21978,45569.0,PRODUCT_233762,1371139200,有点卡机,有的程序卡机.比如照相最卡
TEST_21979,162500.0,PRODUCT_334080,1358784000,还不错,"真的是很小,不过保温效果还不错,12个小时后水还是热的"
TEST_21980,564444.0,PRODUCT_519794,1286467200,不错,"不过,感觉带上以后 不大气"
TEST_21981,255648.0,PRODUCT_290423,1356710400,不错,强烈推荐曹其军的英语阅读课。
TEST_21982,1013788.0,PRODUCT_176060,1291392000,期待中,期待中  希望会是我想象的那样 快点啊  好给儿子做酸奶
TEST_21983,19372.0,PRODUCT_137917,1338825600,玄幻的始祖,"作为玄幻的始祖,很不错,只不过和现在的比起来,内容重复的有些多了"
TEST_21984,121931.0,PRODUCT_410787,1329667200,好书,"可以断言,这是最好的中文小说之一!"
TEST_21985,529654.0,PRODUCT_221270,1372694400,用了之后很喜欢,"用来煮饭和炖汤确实很好,而且很智能化,很喜欢"
TEST_21986,135.0,PRODUCT_131475,1386345600,宝宝很喜欢,"宝宝喜欢看,很不错的。。"
TEST_21987,786742.0,PRODUCT_70327,1385222400,好书,"包装很精致,没有破损。内容也很吸引人,让人阅后内心平静祥和。"
TEST_21988,331796.0,PRODUCT_8515,1301328000,不错,"大爱仓央嘉措~附送的诗集很好,部分文字和网上流传的有些出入,可能是翻译的问题。"
TEST_21989,1079561.0,PRODUCT_212408,1299859200,乔布斯全传,"纸张印刷很不好! 开始部分内容严重重复,有好多都是整段整段的重复摘抄。不过内容还不错!值得一看但是碍于印刷质量问题,不值得收藏。"
TEST_21990,3932.0,PRODUCT_467602,1197820800,有些失望,"这本书拿到手后稍微有点失望.因为纸张的质量不好,很薄.这倒是其次,嘴不能容忍的是竟然出现错别字:""匀称""竟然写成""习称"",还有""公元前XX""就写成了""公元XX"".这样的话心里很不舒服.因为本想好好研读的书,发现不严谨很是失望."
TEST_21991,278074.0,PRODUCT_262226,1212336000,期待电视剧版的,"送的很快,我读了两遍 看完后觉得小菲简直是设计给赵薇的角色 小菲从幼稚的学生 变成一个“革命人” 她一直在为自己爱的人牺牲 挺不容易的"
TEST_21992,207460.0,PRODUCT_61629,1249574400,废纸,"废纸,字又大,本来几页的东西在这里一排版肯定不下几十页"
TEST_21993,274678.0,PRODUCT_136863,1292860800,非常好,"除了面板粘贴不是太帖合,音箱本身非常好"
TEST_21994,1100327.0,PRODUCT_225375,1291651200,怎么说呢·······,"其实我挺喜欢这块表的,卓越物流啥的也没话说,就是这块表表带太窄了,希望想买的大童鞋们仔细考虑一下。不过这块表还是挺适合小孩戴的。"
TEST_21995,87625.0,PRODUCT_389495,1363017600,P3100,"2099到手的,到手半个月就又降价了100啊,再晚点下手就好喽!但是还是很喜欢的,绝对正品,包装也很好!把高德导航移到SD卡了,内存就大了很多。"
TEST_21996,239077.0,PRODUCT_334711,1329321600,很赞的一款面膜,"一直在用,很赞的一款面膜,因为超市暂时缺货,就在这里买了,正品,保湿和紧肤效果都不错,还比超市更便宜。赞!"
TEST_21997,116150.0,PRODUCT_76862,1318694400,很好!,买了5本 质量什么的没话说 真的很好!也很便宜哦 真的是太方便了呢!快递相当迅速了 第二天就到货了!给力!!
TEST_21998,189935.0,PRODUCT_343781,1359993600,没有想找的诗,"没有想找的诗,还未细看"
TEST_21999,45533.0,PRODUCT_363480,1344009600,赞一个,"不愧是大家名作,文章内容平实易懂却不乏引人深思之处,值得细读。"
TEST_22000,576741.0,PRODUCT_471216,1350403200,海尔全自动洗衣不错,"快递送货挺及时,东西不错,老婆挺喜欢,全家人都受益了!"
TEST_22001,362360.0,PRODUCT_118661,1252339200,别开生面,"作者讲述概率的角度很特别,内容不错。确有一些其它科普书中未涉及的题目。"
TEST_22002,38505.0,PRODUCT_281479,1284566400,还不错,"书够大,就是容易撕坏,图片还可以"
TEST_22003,527045.0,PRODUCT_508881,1377878400,"看了评论,大家都说好。。。。","额,,,对这套书,我只能说,,我智商实在有限。。。。。。 好吧,我看不太懂,头都大了。。。。。。@_@~"
TEST_22004,854373.0,PRODUCT_257117,1385913600,正品.,"今天刚到手,是正品,网购图的就是质量.价格也很满意,希望售后更加满意!其余有待考察"
TEST_22005,400515.0,PRODUCT_274531,1387296000,"书的内容很有意思,孩子非常喜欢。适合低年级小学生。","书的内容很有意思,孩子非常喜欢。适合低年级小学生。"
TEST_22006,77986.0,PRODUCT_479694,1320422400,还不错,"画质还不错,音乐也还不错。"
TEST_22007,1158053.0,PRODUCT_265393,1342713600,蛮喜欢,"这本书已经读过,过了这么久,还是决定买一本收着。作那种“没有开始没有结局没有负担的美丽的睡前冥想”最好了。"
TEST_22008,9189.0,PRODUCT_421526,1209052800,非常好看的儿童小说!,"这部小说曾被央视改变成电视剧,真的非常好看,女主人公金铃也很可爱。这绝对是一本让人爱不释手的书,强烈推荐给大家哦!!!~~~~~~~~"
TEST_22009,27578.0,PRODUCT_206879,1342886400,还行,"和原厂比,分量轻了点,正品"
TEST_22010,944923.0,PRODUCT_307742,1334505600,不错的,"一直很忙忘记来评价了,书收到包装还蛮新的,讲的很细,对没有基础的人从零学起的人有帮助~~"
TEST_22011,505161.0,PRODUCT_65148,1301760000,"不错,古色古香,鉴赏收藏两相宜","不错,古色古香,鉴赏收藏两相宜 送货很快,夕发朝至"
TEST_22012,204334.0,PRODUCT_220076,1264521600,这本书不错,"不错,不错,认识摇摆的因素,更好的控制自己的行为!"
TEST_22013,315591.0,PRODUCT_288614,1361894400,简单实用,"挺大一个壶,烧水也挺快,烧过两三次水以后就没啥味道了,壶内接触水的部分都是不锈钢的,看着比较放心。 至于很多人反映的声音大的问题,我觉得还算正常,可能是我也没用过比较高级的电水壶吧。 变色的功能哪里看?是壶体还是有个什么标志?真没看出来,还好也不是冲这个功能买的。"
TEST_22014,14180.0,PRODUCT_4831,1380556800,i5 720M 2G 显存 银灰色版本,"总体感觉还可以。 优点:外观漂亮,轻薄,LG的屏幕(无坏点),散热不错。 不足: 接口位置设置不合理(唯一的USB3.0接口在后部,耳机接口在右侧-与鼠标位置形成干扰); 没有键盘大写锁定指示灯,没有硬盘读写指示灯,没有键盘背光; 无法卸下电池,以减轻携带重量; 若要增加内存,需要拧下后盖的近20个螺丝(主板上焊有4G内存,留有一个内存空槽)。"
TEST_22015,12054.0,PRODUCT_483882,1368720000,"很好的一本书,书中想法与众不同","很好的一本书,书中想法与众不同"
TEST_22016,46063.0,PRODUCT_498700,1284480000,不错,时间长了会塌下去
TEST_22017,266844.0,PRODUCT_181086,1385308800,很喜欢的故事,"酥油饼死忠不解释! 一直以来都非常喜欢故事本身,番外也很让人惊喜。 这本书比上一本《山有木兮墓有龙》开本要小(与晋江定制大小相仿),感觉上没有《山》装帧精美。TAT 虽然总体上已经不错了,但希望出版社可以再真诚一点。"
TEST_22018,1014044.0,PRODUCT_299777,1252080000,还不错,"开始使用感觉触摸反应太慢,似乎要预热后才能调温度,用了三个月,感觉还挺不错,稳定,面板也不会变色 不过电插座一定要买个好的,不能混用,这家伙功率太大了,烧溶了一个插座 赠品就不怎么样了,炒锅会生锈,不过每天用的话也还不怕,单层的汤锅很容易变型,要买三层或五层的才行"
TEST_22019,646709.0,PRODUCT_265509,1367251200,非常好的烤箱!,"烤箱买回家一段时间了,几乎天天在家做各种好吃的,披萨、烤鸡翅、饼干、蛋糕、面包,都做得特别成功,不仅味道不比外面差,而且自己做的吃着特别放心,强烈推荐想购买烤箱的朋友选择这款价廉物美的烤箱:)"
TEST_22020,418562.0,PRODUCT_36433,1267286400,还行吧,"总体来说还是不错的,对法律和实践的把握都比较准确,作者也是比较专业的。"
TEST_22021,95876.0,PRODUCT_91710,1328284800,待机时间太短,"手机蛮漂亮,价格也便宜,就是待机时间太短"
TEST_22022,166172.0,PRODUCT_522014,1362153600,质量样式都不错,"音效没得说,对于这个价位的耳机,绝对是好东西"
TEST_22023,44190.0,PRODUCT_2734,1376150400,经典的一本书,"送给员工的,很不错的书"
TEST_22024,292309.0,PRODUCT_230510,1315929600,不错,味道好像没以前的那么农..不过性价比高
TEST_22025,16056.0,PRODUCT_481263,1366646400,很好看,她家的瓶子都是瓶子至极
TEST_22026,51171.0,PRODUCT_182900,1337356800,还不错,"产品很小巧,狠方便,但就是声音比较大,如果声音小一点或者静音就好了"
TEST_22027,1083017.0,PRODUCT_214377,1375113600,汉语写作与百科知识,"版块规划的比较好,但内容方面个人觉得还不够详细,只是粗略地概括的,还在书中发现了好几处错误,如60页说关汉卿是东方的莎士比亚,有点常识的人都知道是汤显祖吧?!"
TEST_22028,425080.0,PRODUCT_401467,1354636800,呐~喜欢~,"先说说第一印象,纸质非常好。物流也非常地快。这本书里讲的都是一些作者在旅行中经历的事引发的感悟。很值得共享。我很喜欢。旅行相信也是很多人心中所向往的,喜欢旅行的就一起看看这本书吧!会给你很多感悟噢!"
TEST_22029,48146.0,PRODUCT_300557,1295193600,评,"这个价格能够买到性价比高,虽然有一点点瑕疵,但影响不大。看中的就是这个出版社,希望能坚持出经典。"
TEST_22030,331248.0,PRODUCT_167033,1337961600,很好,书还不错 就是和我看的教材不是配套的 打算把课本看完了再做这本书
TEST_22031,202437.0,PRODUCT_93874,1336665600,适合4风岁左右的孩子看,"像儿歌,琅琅上口,图案色彩鲜艳突出,适合小小孩看和读。"
TEST_22032,167385.0,PRODUCT_41100,1386604800,很好,"刚收到没弄明白,弄明白了发现挺好用,质量挺好的"
TEST_22033,21717.0,PRODUCT_501126,1329494400,很好,"这个书讲的很好,内容很实用,"
TEST_22034,86050.0,PRODUCT_112731,1365177600,小王子,他真是纯净的让人心疼......
TEST_22035,159726.0,PRODUCT_356727,1214236800,该套书考级考研必备,该套书考级考研必备
TEST_22036,26798.0,PRODUCT_412746,1323100800,很不错的书,"整体说不错,还未看完。呵呵,但真的值得一读。 不过《秦汉史》的“汉”讲的不过瘾……"
TEST_22037,183405.0,PRODUCT_296084,1324224000,纸张和印刷都非常质量好!很不错的一本书!推荐!,"六岁的儿子喜欢看的书,在卓越上看到这个版本就购买了。纸张和印刷都非常质量好!很不错的一本书!推荐!卓越送货非常快,当天下单,第二天就收到书了,赞一个!"
TEST_22038,110859.0,PRODUCT_305222,1261670400,这是中国的悬疑?,"没看出来,同第一部比差很多,感觉是开始信马由缰的胡编了,没啥看头。"
TEST_22039,9807.0,PRODUCT_416708,1311177600,很好,非得十个字以上…这不是折腾人么
TEST_22040,321536.0,PRODUCT_84721,1321027200,推荐~,"很不错,经过一段时间练习之后,有较明显的提高"
TEST_22041,290660.0,PRODUCT_90990,1368115200,不好用,"这个产品用了一次,就有碳屑"
TEST_22042,431923.0,PRODUCT_103408,1337961600,不错,"设置相当简单啊,没用之前看大家评论还以为有多麻烦,真是很不错的东东。快递也很给力啊,一天就到了。"
TEST_22043,1040463.0,PRODUCT_295685,1330099200,好东西,"收到货后打开盒子,好大的两包,手感也很好,喜欢,推荐"
TEST_22044,28044.0,PRODUCT_401800,1369152000,浮生物语,"内容很精彩,纸质也很好"
TEST_22045,123621.0,PRODUCT_515173,1245427200,很喜欢,"你就看吧,绝对没错。看过后回味,发现村上真伟大!"
TEST_22046,865150.0,PRODUCT_457938,1309622400,很好!,"锅很漂亮!手感实在,易操作。物有所值!很喜欢!快递公司的服务也很好!"
TEST_22047,517283.0,PRODUCT_21645,1357056000,行走的力量,"看的过程中被行走中发生的故事和人物感动得几次都热泪涌流。深深体会到人与人之间爱是无需更多语言的,心灵交流才是真正的人生。行走吧,在安静中走向大自然,用身心灵体会生命内在的生命与感觉是非常美妙的。"
TEST_22048,7401.0,PRODUCT_496859,1322582400,不满,"书和在线预览时的完全不一样,质量很差,很薄,超级不值,严重怀疑发错了。。。。"
TEST_22049,23926.0,PRODUCT_466198,1388332800,很不错,"真情实感的流露,虽然只是事实的报道,但很不错"
TEST_22050,283647.0,PRODUCT_54566,1359907200,质量很差,"数三复习全书都在亚马逊买的,除了浙大概率和其答案以外别的6本质量都不好!"
TEST_22051,421760.0,PRODUCT_82575,1221840000,幸好我早买了,"十一版比十版涨了好多哦!幸好我早买了第十版,内容上应该不会差太多吧!"
TEST_22052,526500.0,PRODUCT_508721,1266940800,好书,"好书,可细观,慢品。"
TEST_22053,88655.0,PRODUCT_58994,1338566400,"毛边书,切得很不错","先买的中文版,这次买了英文原版,对照着读,希望能提高自己的英文阅读水平。这本原版纸质手感很不错,值得购买,值得珍藏。迫不及待开始读啦。"
TEST_22054,65754.0,PRODUCT_218434,1360857600,美达斯纳尼亚三门鞋柜白色 (宽500*深240*高1200mm 欧洲E1级环保颗粒板 家居装饰 客厅 卧室 玄关用于鞋物收纳),"很是喜欢,就是放不了7公分的高跟鞋!"
TEST_22055,15596.0,PRODUCT_170849,1302710400,非常喜欢,"非常喜欢这套书,除了贵了点没别的缺点"
TEST_22056,1036802.0,PRODUCT_422665,1325260800,非常满意的一次网购,"价格实惠,快递第二天就到了,包装也很用心,非常满意"
TEST_22057,29862.0,PRODUCT_188892,1379692800,刚买的第二天就降价那么多!!!心理太不平衡了!!!!,"面膜只用了一次,干的太快了,效果一般般把"
TEST_22058,17417.0,PRODUCT_282681,1305561600,满意,"送给朋友的 ,她非常喜欢"
TEST_22059,24833.0,PRODUCT_476684,1367769600,白板笔,"以前用的就是这个白板笔,还不错"
TEST_22060,337750.0,PRODUCT_478368,1362585600,挺好的,"纸质挺好,内容丰富!值!"
TEST_22061,1206.0,PRODUCT_337541,1364745600,好,"市委领导推荐读本,学习先进"
TEST_22062,455165.0,PRODUCT_489690,1374076800,"还可以吧,就是和别人说的一样,发热和偶尔重启","还可以吧,就是和别人说的一样,发热和偶尔重启"
TEST_22063,286025.0,PRODUCT_380112,1332172800,视角独特,"食品安全其实是一个系统问题,多读读这样的书,换一个视角来了解食品问题和食品安全问题,甚有必要。"
TEST_22064,139130.0,PRODUCT_147297,1264348800,有点像盗版,"书刚到手,还没看,不过纸质很像盗版的啊,"
TEST_22065,720768.0,PRODUCT_355090,1366905600,妖绘卷,"冲着名字买的,比较喜欢中国古代的神话故事,但是画风却有着日本浮世绘的感觉,不是我喜欢的类型。"
TEST_22066,147003.0,PRODUCT_419962,1372435200,"质量不错,感觉好轻,是不是不好啊?","拍摄质量不错,感觉太轻了,没手感,那个自带的数据线接头挺方便的,还送卡,不错!"
TEST_22067,893174.0,PRODUCT_173795,1346428800,通俗易懂,"内容不是说教式的,很通俗!但是想了解更多的东西就没有了。适合消遣阅读!"
TEST_22068,1015899.0,PRODUCT_314340,1366732800,喜欢 很精致,喜欢 很精致。比较理想。谢谢!
TEST_22069,311192.0,PRODUCT_56687,1357833600,很厚,"很厚,很大本,不过才看了一点就收箱底了。哎。老毛病。"
TEST_22070,3952.0,PRODUCT_131364,1326470400,"手机很好,行货。","手机很好用,老公很喜欢。比专卖店便宜很多。"
TEST_22071,140889.0,PRODUCT_389789,1357833600,还好吧,"还是比较喜欢平装版,这次没有平装所以买的盒装,封面动来动去的很不方便"
TEST_22072,49340.0,PRODUCT_32005,1367596800,推荐,好看呢  送货速度也快  不过有点皱
TEST_22073,554115.0,PRODUCT_165984,1299168000,很好,画面清晰 但是内容越看越枯燥
TEST_22074,206654.0,PRODUCT_332964,1375027200,书还不错,"不错,是正版的。书里有许多胎教要点和讲解,拿来指导我这种新手父母十分合适,强烈推荐给孕期的姐妹们!"
TEST_22075,276954.0,PRODUCT_235850,1304006400,还可以,"带线控方便,音质看电影还不错,听歌还是要2.0的,不过这价位值,声开大了底音有嗡翁声。比[...]便宜,配我的笔记本还可以。"
TEST_22076,557185.0,PRODUCT_520591,1344009600,总体不错,"封面是金色的,很好看啊。 里面主要从几个谜点来介绍和分析仓央嘉措。 不足是最开始的仓央嘉措诗新译不明不白,以及后面的转机经常出现重复的内容,给人感觉很磨叽。 作者观点主要是仓央嘉措一心向佛,不是一个风流公子。"
TEST_22077,772865.0,PRODUCT_64713,1229702400,真货,"外观和我的原装的一模一样,而且使用起来也一样,顶!"
TEST_22078,428902.0,PRODUCT_482742,1331049600,很有用,"我很喜欢的书 ,,哈哈  ,,,赞一个"
TEST_22079,892954.0,PRODUCT_113727,1273507200,我非常喜欢高尔泰先生的《寻找家园》,"曾经看到一篇评论,用“人生的苦难、画家的感觉、美学家的深刻、诗人的才情,他全有”来形容高尔泰,我觉得非常合适。高尔泰先生是一个传奇,若不是1958年抽调到兰州布置迎接十年大庆建设成就的展厅,他哪里能够在饿殍遍地的夹边沟幸存下来。“国家不幸诗家幸,赋到沧桑句便工”,高尔泰先生就是那颗奇石,在砂砾遍地的河谷中屹然而立的奇石,在滔天浪潮中桀骜不驯的奇石,愈磨砺,愈光亮。“高尔泰的故事把我们带回历史的迷雾中,和他一起目击了人的倾轧、屈服、扭曲和抗争,目击了生命的脆弱和复杂,目击了宏大的事件中流血的细节。他的文字炉火纯青,朴实而细腻,融合了画家的直觉和哲学家的智慧。北岛《证人高尔泰》)”   “回到故乡,极目四望,恍惚中竟不知身在何处。儿时家山,早已不存在了,变成了我心灵中的一个虚无飘渺的梦境。高尔泰《儿时家山》”高先生心中的儿时家山,何尝不是国人心中的那座已然成为废墟的精神家园? 高先生已经远渡重洋,在美国过着安静简朴的生活。我们的生活也得继续。感谢高先生,让我们在物欲横流的世俗中断不至随波逐流,因为我明白了,纵然苦难是人性之恶的狂舞,它也是人性之美的发端。"
TEST_22080,7299.0,PRODUCT_211444,1225641600,名字起的有点大,"内容应该不错,还没看呢"
TEST_22081,977601.0,PRODUCT_154897,1327852800,"烂,模拟题还那么多十一五的,出版时间这么晚编写小组干什么了都","烂,模拟题还那么多十一五的,出版时间这么晚编写小组干什么了都,太不值了"
TEST_22082,66972.0,PRODUCT_136588,1365782400,全,小册子 全 方便 图文并茂
TEST_22083,3143.0,PRODUCT_170308,1299772800,很值得推荐的一本书,《男人来自火星女人来自金星》系列不能错过的一本。这书比《男人来自火星女人来自金星》更加详细的介绍了很多男女相处的方式方法。一口气连续看了两次。。。受益匪浅啊~~
TEST_22084,11448.0,PRODUCT_273874,1362326400,"巨著,的确是巨著","对我们了解苏联,了解列宁和斯大林,了解托派,了解陈独秀,了解中国早期共产主义是大有裨益的。"
TEST_22085,110781.0,PRODUCT_308454,1342800000,期待下册,"高二买过老版的,那时候还不分上下册,看了一半就送人了。现在就要上大学了,想再买来好好读读。古人云""半部「论语」治天下"",我这是""半部「读大学」上北师""。那本书确实对我很有启发,如今考上北师也有它的功劳。凭记忆我感觉加了一点新内容,但是主体结构似乎没变。 非常期待下册,希望不要姗姗来迟。"
TEST_22086,429927.0,PRODUCT_482952,1212940800,很好,"内容很全,不但适合中学生用,大人也可时常参照翻翻,作为非专业的收藏也很不错。"
TEST_22087,333408.0,PRODUCT_100772,1352736000,喜欢.,妹妹六年级.很喜欢.值得读的一本书.
TEST_22088,142219.0,PRODUCT_40337,1306771200,好。,"前两个版本也都看过。这次再版又买了一本。总体来看,的确是迄今最好的一本“海子传”。想说一点的是,本书一开篇以抨击邪性动荡的国际政局入题,进而点出海子的诗句“你所说的曙光究竟是什么意思”,这样的开篇一直令我感觉不怎么爽(与该著高邈的内质也不甚和谐)。海子的诗表达的其实只是他自己的内视野,与社会历史层面的事物没什么关系。以后如果再修订的话,望燎原先生给出一个更适合海子的开篇(或许毫无旁枝斜蔓地直写海子更好)。"
TEST_22089,950306.0,PRODUCT_217320,1271952000,物有所值,值得赏读。就是字太小。
TEST_22090,213816.0,PRODUCT_369248,1245772800,包装不错,"包装不错,但内容很浅显,而且不太适合中国"
TEST_22091,103955.0,PRODUCT_518809,1309276800,不错的一款,"非常静音,除湿效果不错。非常适合家里使用。"
TEST_22092,42757.0,PRODUCT_429168,1233676800,非常精彩,"在起点看连载的时候,前24章给我的感觉是 怎么韩寒越写越烂了?或许他只适合写博文  后来我买了书来看,发现越到后面越是精彩 情节很疯狂很离奇 变大的动物 人民无厘头的骚动  领导的神奇言论和行为 直到最后高潮主角无原因的去跳楼 看似怪诞却是在反映现实 这是一本好书 很值得买"
TEST_22093,212966.0,PRODUCT_361491,1377273600,绝对正版!!!,"书皮是有类似钢印的~绝对正版,内容也详实!!!"
TEST_22094,562928.0,PRODUCT_391397,1381852800,考研要用,"一直听说,买来用用先"
TEST_22095,716558.0,PRODUCT_137795,1376150400,不配软件,"不配PS软件,要自己到网上找资源。还不如看视频呢"
TEST_22096,833282.0,PRODUCT_89322,1238774400,支持Hansey。,支持他的每一部作品。 相信他的就是最好的。
TEST_22097,28273.0,PRODUCT_73104,1368288000,"主箱有电流嗡嗡声,挺明显的","主箱有电流嗡嗡声,挺明显的"
TEST_22098,1062844.0,PRODUCT_353560,1372608000,宝贝一直在喝。,"宝贝一直在喝。只要价格合适,还会再买"
TEST_22099,237712.0,PRODUCT_360849,1352822400,坑爹啊,"坑爹啊,我想买的明明是仙剑一,书的封面确实是仙剑一,但是内容却是仙剑三的。。。"
TEST_22100,314166.0,PRODUCT_324999,1338220800,好看而已,"就和题目一样,时尚前卫,但是仅仅就是时尚前卫而已了 要音质什么的还是去买别的吧"
TEST_22101,69114.0,PRODUCT_422021,1259856000,快来看好书了,了解现在经济的通俗易懂的书
TEST_22102,504980.0,PRODUCT_365585,1347379200,非常好的彩铅入门书,"这本书的风格和颜色我都很喜欢,可以临摹出很多很Q的东西,不错"
TEST_22103,2702.0,PRODUCT_136323,1271174400,还没有读完,"里面各种设计师,对学设计的比较有帮助吧,不过还没有读完。。。"
TEST_22104,231270.0,PRODUCT_168152,1366300800,喜欢,"放心购买哦,很不错哦"
TEST_22105,257971.0,PRODUCT_172211,1357401600,很香,纯属喜欢香味 别的忽略
TEST_22106,136785.0,PRODUCT_440984,1318262400,很好,"发货很快,东西也很好,不错,喜欢卓越"
TEST_22107,116129.0,PRODUCT_149047,1348934400,very good....,"印刷很好,比在琴行買的更好,喜歡.."
TEST_22108,426488.0,PRODUCT_55009,1317225600,一般般,经常死机啦。。搞得我表姐郁闷死了。。但是这个价也就别说什么了。
TEST_22109,917.0,PRODUCT_62341,1368115200,气场,"内容一般,都是些老僧常谈的东西。书也很小很薄。没有预期的好。"
TEST_22110,327146.0,PRODUCT_205000,1345392000,"98年出版的,印刷一般","就是觉着400多钱不划算,其实Mucha的作品多看看就没觉得什么,用来收藏不错,用来参考就差点了,因为毕竟是有年代的东西,现在看来过时了"
TEST_22111,112323.0,PRODUCT_64208,1386259200,"总体不错,阴阳屏无法忍受","序列号是DXLX开头的,阴阳屏十分严重,上网可以看到明显的蓝色和黄色,已经申请退货了,还会再次购买,希望下次能碰到完美屏 另外亚马逊的物流还是很给力的"
TEST_22112,520789.0,PRODUCT_353704,1281369600,没有防伪标志,"没有防伪标志,我怀疑我买的不是行货。"
TEST_22113,146212.0,PRODUCT_26353,1321977600,不错,总体上还是跟想的差不多
TEST_22114,4234.0,PRODUCT_296612,1269446400,这种版本的名著多出点就好了,"精装硬封,开面大,纸质也很好 翻译也算上乘,插图也不少,绝对是珍藏的版本 这价格挺值的"
TEST_22115,202414.0,PRODUCT_510079,1290268800,很美。,"王臣 男。五月生。自由写作者。 于这仅有的一世,无念生。 行为欲寡淡,表达欲盛烈。 与时间为伴,和自己生活。 荣记忆之深,承冀望之美。 对时光敬重,向生死诚坦。 惊喜。"
TEST_22116,1234383.0,PRODUCT_317417,1316361600,物有所值!,"东西包装很好,非常的沉啊,不愧是实木的,论斤算也值得了,质量非常的好,没有油漆味,色泽鲜艳,很上档次。朋友的小孩迫不及待就拆开来玩了,朋友也说这东西很贵的吧!"
TEST_22117,482771.0,PRODUCT_497636,1325174400,书很棒,"冯唐的书,永远不会让人失望,值得一看"
TEST_22118,571235.0,PRODUCT_524594,1362672000,"喜欢,比之前的K100D好多了","画质好,色彩比我之前用的K100D好多了。不再那么黄不拉几的。价格也不错,关键还送相机包、内存卡、原装电池,很给力啊。相机质量方面没的说,唯一遗憾是,传说中的电子水平仪,自动水平矫正之类的,歪的离谱啊,不能用。其他的,因为没有很好的镜头去发挥K5的强大,近期也没时间出去玩儿。等后期多体会体会再追加评论吧。"
TEST_22119,610122.0,PRODUCT_7911,1251129600,不错,"第一次在卓越上买东西,很不错,不管是配送还是书的质量都满意!"
TEST_22120,169519.0,PRODUCT_281055,1250870400,值得珍藏,"值得珍藏,图幅很精美"
TEST_22121,21259.0,PRODUCT_237356,1357747200,发热挺快的,"格力一直都不错,发热也快,开始有点气味!第二天用的时候就没气味了,还不错就是热力不够,果然只能在小房间用客厅用就不怎么行,只能放在身边才能感觉到"
TEST_22122,280576.0,PRODUCT_374581,1302796800,不错,"是正品,有挂绳,3.75G,很可爱,还是很满意的"
TEST_22123,272182.0,PRODUCT_250792,1239897600,學習戲劇的人都應該看一看,"原本只是因為要寫作相關論文而作為參考。看過才發現的確是嘔心瀝血之作! 董健和陳白塵先生都是戲劇及其理論界的泰斗。 尤其值得一提的是,本書對解放區的戲劇作了別的中國現代戲劇史著作中都沒有的介紹和可貴的評價。"
TEST_22124,88849.0,PRODUCT_172217,1316534400,成語詞典,"功能齊全,圖文並茂."
TEST_22125,12280.0,PRODUCT_174011,1369152000,需要雅兴,没有雅兴的读者别碰它
TEST_22126,2876.0,PRODUCT_159630,1337875200,书不错,"很想要本全面的厚黑学看看,这本不错"
TEST_22127,1404.0,PRODUCT_271524,1320163200,只能用2天,"收到是新货,没开封。测试,重新充满电待机就能用2天。"
TEST_22128,9309.0,PRODUCT_283170,1340726400,爱上译者,"译者极具个人魅力,爱上了译者。 爱屋及乌,所以喜欢她的作品。"
TEST_22129,321968.0,PRODUCT_348436,1369843200,太难看了,"不行啊,里面没图片呢!"
TEST_22130,81019.0,PRODUCT_32418,1281024000,不错的一本书,"实用,适用,能解决我不少问题."
TEST_22131,507096.0,PRODUCT_89902,1252944000,一般般..越来越啰嗦,"前面写的让你觉得怎么写的这么对啊,这就是我,到了后面就特别的广泛啦,有点摸不着边际。书里介绍说让拿笔边看边勾,到后来就干脆丢掉比,丢下书了..."
TEST_22132,275399.0,PRODUCT_276099,1275926400,勉强给个还行,"其实,都有些看不下去,可能我还是不适应外国文学吧"
TEST_22133,472946.0,PRODUCT_267930,1356364800,"书不错,就是运输的过程中把封皮压坏了。。。。。。","书不错,就是运输的过程中把封皮压坏了,希望亚马逊也能像京东那样提供手提袋。"
TEST_22134,12715.0,PRODUCT_461763,1311955200,历史地图,"质量很好,内容丰富! 物超所值!!!!!!"
TEST_22135,379312.0,PRODUCT_294041,1312905600,非常好的东东,"非常好呀,很很很喜欢,用着非常舒服,效果也不错。真的是一款很好的东西。"
TEST_22136,1153446.0,PRODUCT_261726,1345737600,正版 有签名~,"本来说预计周六到货的,结果周四就到了,七夕啊,鸡冻啊~书真的很不错,有签名,鸡冻的我·····  一直都很喜欢蔡俊的书呐!都是那么引人入胜~书的质量也很好!"
TEST_22137,243404.0,PRODUCT_278435,1360857600,不错,"很实用,学生很喜欢。"
TEST_22138,47720.0,PRODUCT_155622,1375113600,还不错,感觉挺好 纸张质量也部错 而且安排的确合理
TEST_22139,210904.0,PRODUCT_263849,1266076800,信息落伍!,书很旧了···落伍了!
TEST_22140,5414.0,PRODUCT_411822,1229356800,很不错,"很好的作品,因此对严歌苓开始感兴趣了,才发现原来她早就很有名气,只是自己孤陋寡闻啊.值得读的一部小说. 还会继续关注严歌苓.并想在此找到和我一样的严迷哦!"
