category_str,评论内容_clean,text_clean_char,attributes,attributes_list,labels,aspects_hit
家具/家装/建材,挺漂亮的但是貌似线没有1.5m,挺 漂 亮 貌 似 线 没 1 5 m,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,前些天邮来了这本书书质量不错也相当厚实而且易教授这本书写的也相当不错绝对不次于《品三国》。喜欢这一类型书的朋友我相信这本书会是一个不错的选择。,前 些 天 邮 书 书 质 量 不 错 相 厚 实 易 教 授 书 写 相 不 错 绝 不 次 品 三 国 喜 欢 类 型 书 朋 友 相 信 书 会 不 错 选 择,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,可以能再便宜点可能还会多买点。,再 便 宜 点 还 会 买 点,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,若干年前网页设计是一个新兴的行业往往熟悉HTML的完全不懂设计 懂设计设计的完全不懂HTML更不用说ASP之类的代码了。 不过随着互联网的普及 现在很多IT从业人员也都会PS与FLASH之类 专业的设计师也多多少少懂点HTML 加上网页制作的日趋傻瓜化 从事网页设计的门槛儿越来越低 甚至现在马路上一抓一大把 然而真正的优秀设计作品却很少虽然现在大量的作品都很精美其实都是模仿某些韩式美式的风格很少有创新或者所谓的创意可惜。,干 年 前 网 页 设 计 新 兴 行 业 熟 悉 HTML 完 全 不 懂 设 计 懂 设 计 设 计 完 全 不 懂 HTML 更 不 说 ASP 类 代 码 不 互 联 网 普 现 很 业 人 员 都 会 PS FLASH 类 专 业 设 计 师 少 少 懂 点 HTML 加 上 网 页 制 作 日 趋 傻 瓜 化 事 网 页 设 计 门 槛 儿 越 越 低 甚 现 马 路 上 抓 大 然 真 正 优 秀 设 计 作 品 却 很 少 然 现 大 量 作 品 都 很 精 美 实 都 模 仿 些 韩 式 美 式 风 格 很 少 创 新 谓 创 意 惜,"[{""aspect"": ""包装"", ""polarity"": 1}]","[('包装', 1)]","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",包装
图书音像,我买了这套书给孩子看孩子特别喜欢。图书的质量非常好图片选的也很精美。想送朋友的孩子一套怎么没货了急人呀,买 套 书 孩 子 看 孩 子 特 喜 欢 图 书 质 量 非 常 好 图 片 选 很 精 美 想 送 朋 友 孩 子 套 没 货 急 人,"[{""aspect"": ""包装"", ""polarity"": 1}]","[('包装', 1)]","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",包装
图书音像,喜歡簡愛喜歡祝慶英的翻譯.字體與排版適中.但如果想收藏我喜歡能更精美一點.,喜 歡 簡 愛 喜 歡 祝 慶 英 翻 譯 字 體 與 排 版 適 中 果 想 收 藏 喜 歡 更 精 美 點,"[{""aspect"": ""包装"", ""polarity"": 1}]","[('包装', 1)]","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",包装
家用电器,说没辐射老婆怀孕才买的挑了好久了刚好碰到降价直接出手用了几天和描述的一样质量不错感觉比电磁炉实用给孕妇和老人小孩推荐一下差点忘了发货速度值得赞下,说 没 辐 射 老 婆 怀 孕 才 买 挑 好 久 刚 好 碰 降 价 直 接 出 手 天 描 述 样 质 量 不 错 感 觉 电 磁 炉 实 孕 妇 老 人 小 孩 推 荐 下 差 点 忘 发 货 速 度 值 赞 下,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,要是早知道这是本教材再便宜我也不买看起来很苍白一点也不生动,早 知 道 教 材 再 便 宜 不 买 看 很 苍 白 点 不 生 动,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,下单到送到就30个小时左右。书就是那本包装很用心还用了很多防震气袋。,下 单 送 30 小 时 左 右 书 包 装 很 心 还 很 防 震 气 袋,"[{""aspect"": ""包装"", ""polarity"": 1}]","[('包装', 1)]","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",包装
手机/数码,以为是暗红没想到是大红很土气。没什么味道但是质量很一般不太满意性价比低,暗 红 没 想 大 红 很 土 气 没 什 味 道 质 量 很 般 不 太 满 意 性 价 低,"[{""aspect"": ""价格"", ""polarity"": 0}]","[('价格', 0)]","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",价格
母婴/玩具,玩具质量很好给宝宝玩比较放心希望可以生产出升级玩具,玩 具 质 量 很 好 宝 宝 玩 放 心 希 生 产 出 升 级 玩 具,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,买给妈妈看的外公家世代都是中医妈妈很喜欢看她们家传下来的民国时期的竖排版医书。楼下“武林書癡”的评论让人觉得书是影印1930年线状版本的今天收到看了一下不是是现代横排版的字比较小纸质一般200多万字应该是《本草》的无删节版。装潢还算漂亮可惜的是家里已经有本80年代的《本草纲目》了所以买多余了。但一想价格这么便宜所以就不退货了放在书柜里当装饰品。,买 妈 妈 看 外 公 家 世 代 都 中 医 妈 妈 很 喜 欢 看 家 传 下 民 国 时 期 竖 排 版 医 书 楼 下 武 林 書 癡 评 人 觉 书 影 印 1930 年 线 状 版 今 天 收 看 下 不 现 代 横 排 版 字 小 纸 质 般 200 万 字 应 草 无 删 节 版 装 潢 还 算 漂 亮 惜 家 里 已 80 年 代 草 纲 目 买 余 想 价 格 便 宜 不 退 货 放 书 柜 里 装 饰 品,"[{""aspect"": ""价格"", ""polarity"": 1}, {""aspect"": ""外观"", ""polarity"": 1}]","[('价格', 1), ('外观', 1)]","0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0","价格,外观"
美妆个护,只用了一天时间就收到了速度很快而且内加了气囊感觉很细心支持卓越,只 天 时 间 收 速 度 很 快 内 加 气 囊 感 觉 很 细 心 支 持 卓 越,"[{""aspect"": ""物流"", ""polarity"": 1}]","[('物流', 1)]","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0",物流
电脑/办公,亚马逊的送货速度一直是我在这里购物的非常重要的原因之一这次也没让我失望下订单的第二天就到了这速度没话说了。不过这次的包装有点让我不满意平时只买两三本书都包装的非常好这次的纸盒子那么大里面却仅仅只放了两个气泡袋相对于那么大的家伙根本不起作用而且第一次买这么贵重的东西真心心疼啊。 现在说说机子吧在网上购物第一怕买不到正品第二怕到手的东西有瑕疵。这次我都没有碰上之前在下单前看评论说有送错型号的我中午拿到的机子因为上班只到了晚上采用鲁大师测试的各项配置都是上面说的那样不错不错跑分也不错到现在拿到手两个多星期极品飞车17玩了不少回都很流畅而且玩的时候也不短散热等也能接受之前用的Thinkpad的本散热自认为很烂只用过这个本其他的不好比较了。 机子带的WIN8的系统着实不好弄现在习惯了也都还行跟win7差不太多 跟机子一块买的电脑包价格是便宜了可是赶脚稍微有点小了拉链跟四个角挨得比较近平时拉开拉链都怕刮花机子哎 其他的也没什么了差不多就这些了 至于价格我还是满意的本来想通过电脑店里面拿货的只不过据他所说停产了建议Y4105800的价格着实贵了不少京东5199便宜一百只不过显卡是GT650的所以还是在亚马逊下单的发票什么的都带这个省了不少银子 希望这些对有意向的人有点参考的价值,亚 马 逊 送 货 速 度 直 里 购 物 非 常 重 原 次 没 失 下 订 单 二 天 速 度 没 话 说 不 次 包 装 点 不 满 意 平 时 只 买 两 三 书 都 包 装 非 常 好 次 纸 盒 子 大 里 面 却 仅 仅 只 放 两 气 泡 袋 相 大 家 伙 根 不 作 次 买 贵 重 东 西 真 心 心 疼 现 说 说 机 子 网 上 购 物 怕 买 不 正 品 二 怕 手 东 西 瑕 疵 次 都 没 碰 上 前 下 单 前 看 评 说 送 错 型 号 中 午 机 子 上 班 只 晚 上 采 鲁 大 师 测 试 项 配 置 都 上 面 说 样 不 错 不 错 跑 分 不 错 现 手 两 星 期 极 品 飞 车 17 玩 不 少 回 都 很 流 畅 玩 时 候 不 短 散 热 接 受 前 Thinkpad 散 热 认 很 烂 只 不 好 机 子 带 WIN 8 系 统 实 不 好 弄 现 习 惯 都 还 行 win 7 差 不 太 机 子 块 买 电 脑 包 价 格 便 宜 脚 稍 微 点 小 拉 链 四 角 挨 近 平 时 拉 开 拉 链 都 怕 刮 花 机 子 没 什 差 不 些 价 格 还 满 意 想 通 电 脑 店 里 面 货 只 不 说 停 产 建 议 Y 4105800 价 格 实 贵 不 少 京 东 5199 便 宜 百 只 不 显 卡 GT 650 还 亚 马 逊 下 单 发 票 什 都 带 省 不 少 银 子 希 些 意 人 点 参 考 价 值,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
手机/数码,用着还行但包装实在太次了让我觉得不值40块钱不爽,还 行 包 装 实 太 次 觉 不 值 40 块 钱 不 爽,"[{""aspect"": ""价格"", ""polarity"": 0}]","[('价格', 0)]","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",价格
图书音像,发货很快收到书后两周时间就读完了真的很值得看的一本书超喜欢,发 货 很 快 收 书 后 两 周 时 间 读 完 真 很 值 看 书 超 喜 欢,"[{""aspect"": ""物流"", ""polarity"": 1}]","[('物流', 1)]","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0",物流
图书音像,很庆幸许三观最后还能在不卖血的情况下吃猪肝喝黄酒。而不象阿方更不象根龙。许三观为了一乐卖的哪是血呀那是命啊有一句话说爱是从上往下传的父母对子女的爱永远胜过子女对父母的爱这也是人类繁衍的一部分。 比起书店买书这里便宜又方便,很 庆 幸 许 三 观 最 后 还 不 卖 血 情 况 下 吃 猪 肝 喝 黄 酒 不 象 方 更 不 象 根 龙 许 三 观 乐 卖 血 命 句 话 说 爱 上 下 传 父 母 子 女 爱 永 远 胜 子 女 父 母 爱 人 类 繁 衍 部 分 书 店 买 书 里 便 宜 方 便,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,书是为老爸买的 自己却先看完 纸张、印刷质量一般,书 老 爸 买 却 先 看 完 纸 张 印 刷 质 量 般,"[{""aspect"": ""质量"", ""polarity"": 0}]","[('质量', 0)]","0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0",质量
图书音像,送货的速度很快订货后第二天就收到书了书的内容比想象中的要好讲的内容还算详细。非常喜欢当做画册翻看也是很好的,送 货 速 度 很 快 订 货 后 二 天 收 书 书 内 容 想 象 中 好 讲 内 容 还 算 详 细 非 常 喜 欢 做 画 册 翻 看 很 好,"[{""aspect"": ""物流"", ""polarity"": 1}]","[('物流', 1)]","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0",物流
图书音像,什么叫妖孽这就是妖孽 这是我看过的书中个性最洒脱的女主 再酷的男主在她面前也只有被迷得神魂颠倒的份. 好看,什 妖 孽 妖 孽 看 书 中 性 最 洒 脱 女 主 再 酷 男 主 面 前 只 迷 神 魂 颠 倒 份 好 看,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
母婴/玩具,便宜··对比了好几家才定的宝贝一直吃这个,便 宜 好 家 才 定 宝 贝 直 吃,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,书挺好的很有用配合教材看不错。,书 挺 好 很 配 合 教 材 看 不 错,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,纸张啊装订啊封面啊都还不错书的内容就更不用说啦钱老的经典之作值得买反正价格也便宜。,纸 张 装 订 封 面 都 还 不 错 书 内 容 更 不 说 钱 老 典 作 值 买 反 正 价 格 便 宜,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
手机/数码,今天下午刚收到.一直担心运输途中是否货物会被摔坏还好收到东西时外包装完好.打开包装后看到镜头的原装包装也完好无损原包装外还套有一层塑料包装.检查完包装后急忙把宝贝装上了我的机子上试拍了几下.感觉调焦环阻尼很大没有像网上有人说很松的感觉.菜鸟级的够用就行了自娱自乐.等过几天出门再试试看能否拍几张漂亮一点的照片.,今 天 下 午 刚 收 直 担 心 运 输 途 中 否 货 物 会 摔 坏 还 好 收 东 西 时 外 包 装 完 好 开 包 装 后 看 镜 头 原 装 包 装 完 好 无 损 原 包 装 外 还 套 层 塑 料 包 装 检 查 完 包 装 后 急 忙 宝 贝 装 上 机 子 上 试 拍 下 感 觉 调 焦 环 阻 尼 很 大 没 网 上 人 说 很 松 感 觉 菜 鸟 级 够 行 娱 乐 天 出 门 再 试 试 看 否 拍 张 漂 亮 点 片,"[{""aspect"": ""包装"", ""polarity"": 1}, {""aspect"": ""外观"", ""polarity"": 1}]","[('包装', 1), ('外观', 1)]","0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0","包装,外观"
运动户外,质量不错第二次购买但是价格已经上浮亚马逊供货速度真是不敢恭维敢不敢像京 东学习,质 量 不 错 二 次 购 买 价 格 已 上 浮 亚 马 逊 供 货 速 度 真 不 敢 恭 维 敢 不 敢 京 东 学 习,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,包装有破损 书上册脏兮兮的 而且送货的不让刷卡 既然选择不选择都得付现金 那么干嘛还假兮兮的让我们选付款方式,包 装 破 损 书 上 册 脏 送 货 不 刷 卡 然 选 择 不 选 择 都 付 现 金 干 还 假 选 付 款 方 式,"[{""aspect"": ""包装"", ""polarity"": 0}]","[('包装', 0)]","0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0",包装
家居生活,秒杀的真心不错没有12件套的划算,秒 杀 真 心 不 错 没 12 件 套 划 算,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,这本书是我在本地一家书屋买的只打8折比在JOYO贵只觉得第一篇还不错其余的作者个人观点太浓可能是文化上的差异觉得有点看不懂。,书 家 书 屋 买 只 8 折 JOYO 贵 只 觉 篇 还 不 错 余 作 人 观 点 太 浓 文 化 上 差 异 觉 点 看 不 懂,"[{""aspect"": ""价格"", ""polarity"": 0}]","[('价格', 0)]","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",价格
图书音像,纸质很好 虽然盒子是纸盒 但是还是很精美 书才是最重要的。唯一可惜的是是美国版的 要是英国版有这么精美就好了,纸 质 很 好 然 盒 子 纸 盒 还 很 精 美 书 才 最 重 唯 惜 美 国 版 英 国 版 精 美 好,"[{""aspect"": ""包装"", ""polarity"": 1}]","[('包装', 1)]","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",包装
图书音像,包装挺好的。收藏的目的。爱五月天,包 装 挺 好 收 藏 目 爱 五 月 天,"[{""aspect"": ""包装"", ""polarity"": 1}]","[('包装', 1)]","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",包装
图书音像,孩子很喜欢比图书大厦便宜正版不错。,孩 子 很 喜 欢 图 书 大 厦 便 宜 正 版 不 错,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,我选了三本货到看了一下书的质量很好文章也很棒每天看一点很享受支持卓越,选 三 货 看 下 书 质 量 很 好 文 章 很 棒 天 看 点 很 享 受 支 持 卓 越,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,很久很久以前就一直想买哈利波特全套英文版但是由于价格昂贵一直买不下手这次在卓越200+就买回了心仪已久的书书那个心情难以言喻啊 说回这书我拿到的是美国版的书的封面和我们的中文版一样我觉得应该是正版的还想说一句就是那些说书纸质差的拜托有点常识好不好外国的书都是用再生纸的当然是这个纸质啊,很 久 很 久 前 直 想 买 利 波 特 全 套 英 文 版 价 格 昂 贵 直 买 不 下 手 次 卓 越 200 买 回 心 仪 已 久 书 书 心 情 难 言 喻 说 回 书 美 国 版 书 封 面 中 文 版 样 觉 应 正 版 还 想 说 句 些 说 书 纸 质 差 拜 托 点 常 识 好 不 好 外 国 书 都 再 生 纸 然 纸 质,"[{""aspect"": ""价格"", ""polarity"": 0}]","[('价格', 0)]","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",价格
电脑/办公,外观非常漂亮散热也比较好工艺比较到位用起来也好。发货非常快。,外 观 非 常 漂 亮 散 热 好 工 艺 位 好 发 货 非 常 快,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,买的时候说送什么礼包啊什么的..拿到手的礼品就一个书签....请你们解释下...,买 时 候 说 送 什 礼 包 什 手 礼 品 书 签 请 解 释 下,"[{""aspect"": ""服务"", ""polarity"": 0}]","[('服务', 0)]","0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0",服务
图书音像,快递到手时书本封面和前两页已经严重破损。这种书一般是折扣处理卓越工作人员明知道有问题也照常发货。,快 递 手 时 书 封 面 前 两 页 已 严 重 破 损 书 般 折 扣 处 理 卓 越 工 作 人 员 明 知 道 问 题 常 发 货,"[{""aspect"": ""包装"", ""polarity"": 0}]","[('包装', 0)]","0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0",包装
图书音像,这本书的内容是没话说啦这本新版很漂亮给人很舒服的感觉,书 内 容 没 话 说 新 版 很 漂 亮 人 很 舒 服 感 觉,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
家居生活,优惠促销时候买的1212元还是很划算送到家门口比较方便。,优 惠 促 销 时 候 买 1212 元 还 很 划 算 送 家 门 口 方 便,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
手机/数码,性价比很高非常流畅这个价位非常值,性 价 很 高 非 常 流 畅 价 位 非 常 值,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
手机/数码,造型复古推力十足搭配dt990听古典很舒服,造 型 复 古 推 力 十 足 搭 配 dt 990 听 古 典 很 舒 服,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,打折只花了10就买到了拿到书后觉得简直太划算了书的装帧也很好看内容的字迹也很清楚也是值得一看的书。,折 只 花 10 买 书 后 觉 简 直 太 划 算 书 装 帧 很 好 看 内 容 字 迹 很 清 楚 值 看 书,"[{""aspect"": ""价格"", ""polarity"": 1}, {""aspect"": ""外观"", ""polarity"": 1}]","[('价格', 1), ('外观', 1)]","0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0","价格,外观"
图书音像,书的质量很一般非常轻不值这个价钱。,书 质 量 很 般 非 常 轻 不 值 价 钱,"[{""aspect"": ""价格"", ""polarity"": 0}]","[('价格', 0)]","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",价格
家用电器,飞利浦质量很好节能环保设计人性化自动关熄防滴漏,飞 利 浦 质 量 很 好 节 环 保 设 计 人 性 化 动 关 熄 防 滴 漏,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
手机/数码,不用多说绝对的划算没有任何问题全好,不 说 绝 划 算 没 问 题 全 好,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,BUDDY的彩图依旧很好看纸质也不错。故事情节称不上奇绝但在平缓的进度中能让人有探究的欲望适时的还能引起读者的共鸣。,BUDDY 彩 图 旧 很 好 看 纸 质 不 错 事 情 节 称 不 上 奇 绝 平 缓 进 度 中 人 探 究 欲 适 时 还 引 读 共 鸣,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,哥们 你真好意思 你不能便宜给我本旧书吧 你会做生意不,哥 真 好 意 思 不 便 宜 旧 书 会 做 生 意 不,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,第一部很好看越往后越沒勁了邏輯性越來越差。,部 很 好 看 越 后 越 沒 勁 邏 輯 性 越 來 越 差,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,本书写的非常好图片非常精美,书 写 非 常 好 图 片 非 常 精 美,"[{""aspect"": ""包装"", ""polarity"": 1}]","[('包装', 1)]","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",包装
图书音像,钱书我早巳关注不过他的书多是文言文不够通俗杨降却与他相反通俗易懂此书实际上是她女儿圆圆病重期间要写的题目写到一半被病瘣夺走杨降为完成女儿心愿续写《我们仨》文笔感人至深梦境现实交叉述说表达了他们一家仨人中国知识分子独特的人格禀性难怪版权页上有多次重印记录这本书的作者完全可以放上圆圆的名字然杨降还是把圆圆文字放在附页难能可贵的私密感人书。,钱 书 早 巳 关 注 不 书 文 言 文 不 够 通 俗 杨 降 却 相 反 通 俗 易 懂 书 实 际 上 女 儿 圆 圆 病 重 期 间 写 题 目 写 半 病 瘣 夺 走 杨 降 完 成 女 儿 心 愿 续 写 仨 文 笔 感 人 深 梦 境 现 实 交 叉 述 说 表 达 家 仨 人 中 国 知 识 分 子 独 特 人 格 禀 性 难 怪 版 权 页 上 次 重 印 记 录 书 作 完 全 放 上 圆 圆 名 字 然 杨 降 还 圆 圆 文 字 放 附 页 难 贵 私 密 感 人 书,"[{""aspect"": ""价格"", ""polarity"": 0}]","[('价格', 0)]","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",价格
图书音像,非常不值不推荐15岁以上的人买,非 常 不 值 不 推 荐 15 岁 上 人 买,"[{""aspect"": ""价格"", ""polarity"": 0}]","[('价格', 0)]","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",价格
母婴/玩具,恩材质很结实老少皆宜不错,恩 材 质 很 结 实 老 少 皆 宜 不 错,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,质量很好真正的物有所值,质 量 很 好 真 正 物 值,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,卓越依旧送货速度卓越啊依旧是提前一天到了用了泡沫层包装书可能是因为我一口气买了3本的原因。。 书挺厚的质量很好很满意。纸张也很厚哈哈而且8元钱真是太便宜了200页的书超值了不买别后悔。,卓 越 旧 送 货 速 度 卓 越 旧 提 前 天 泡 沫 层 包 装 书 口 气 买 3 原 书 挺 厚 质 量 很 好 很 满 意 纸 张 很 厚 8 元 钱 真 太 便 宜 200 页 书 超 值 不 买 后 悔,"[{""aspect"": ""质量"", ""polarity"": 1}, {""aspect"": ""价格"", ""polarity"": 1}]","[('质量', 1), ('价格', 1)]","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","质量,价格"
图书音像,买了还没看但是书本质量很好。一直希望看看沈从文先生的书籍,买 还 没 看 书 质 量 很 好 直 希 看 看 沈 文 先 生 书 籍,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
电脑/办公,货的质量很好物有所值,货 质 量 很 好 物 值,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,每本都很薄内容相对较少小故事或者说情景可阅读性不强满页都是乱七八糟的没有顺序没有层次实用性来说真不怎么样它就是一套彩画书还没有以前的连环画好看。50块还可以买来看看100就算了。,都 很 薄 内 容 相 少 小 事 说 情 景 阅 读 性 不 强 满 页 都 乱 七 八 糟 没 序 没 层 次 实 性 说 真 不 样 套 彩 画 书 还 没 前 环 画 好 看 50 块 还 买 看 看 100 算,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,书的质量很好而且质量很便宜。速度也很快的呢,书 质 量 很 好 质 量 很 便 宜 速 度 很 快,"[{""aspect"": ""质量"", ""polarity"": 1}, {""aspect"": ""价格"", ""polarity"": 1}]","[('质量', 1), ('价格', 1)]","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","质量,价格"
图书音像,包装比较简陋 送来的时候落满了灰尘··· 内容很不错 可以当资料书 也值得反复品味 印刷质量其实可以更好,包 装 简 陋 送 时 候 落 满 灰 尘 内 容 很 不 错 资 料 书 值 反 复 品 味 印 刷 质 量 实 更 好,"[{""aspect"": ""包装"", ""polarity"": 0}]","[('包装', 0)]","0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0",包装
电脑/办公,很大气玩游戏非常不错性价比挺高。就是鼠标中键让人担心感觉很容易坏。,很 大 气 玩 游 戏 非 常 不 错 性 价 挺 高 鼠 标 中 键 人 担 心 感 觉 很 容 易 坏,"[{""aspect"": ""质量"", ""polarity"": 0}]","[('质量', 0)]","0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0",质量
图书音像,虽然翻译有些生硬不过还是值得一看,然 翻 译 些 生 硬 不 还 值 看,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
钟表/首饰/眼镜/礼品,朴素的外观让我一眼看上了。买个回来还挺好用。果然静音。做工较精细不错,朴 素 外 观 眼 看 上 买 回 还 挺 好 果 然 静 音 做 工 精 细 不 错,"[{""aspect"": ""做工"", ""polarity"": 1}]","[('做工', 1)]","0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",做工
图书音像,在看完这本书得前三章我的整个心态都发生了转变人也从一种懒散状态活过来了作为即将毕业的大学生这本书让我在大学最后一个学期幡然醒悟明白自己需要的是什么哪里出了问题以及要在哪些方面改进提出了方向为没有人生目标没有自信没有希望的我指明道路。而且本书并非一味的说明你怎么怎么行而是旨在挖出我们人生中的种种我们容易深陷其中而不易察觉的陷阱和大坑。更符合现实需求这不是一个虚无飘渺的、少数人的精英成功故事。 你看的不是一本书而是在和人交流——过去的自己现在的自己未来的自己这是自我的对话,看 完 书 前 三 章 整 心 态 都 发 生 转 变 人 懒 散 状 态 活 作 毕 业 大 学 生 书 大 学 最 后 学 期 幡 然 醒 悟 明 白 需 什 里 出 问 题 些 方 面 改 进 提 出 方 没 人 生 目 标 没 信 没 希 指 明 道 路 书 非 味 说 明 行 旨 挖 出 人 生 中 容 易 深 陷 中 不 易 察 觉 陷 阱 大 坑 更 符 合 现 实 需 求 不 虚 无 飘 渺 少 数 人 精 英 成 功 事 看 不 书 人 交 流 去 现 未 话,"[{""aspect"": ""价格"", ""polarity"": 0}]","[('价格', 0)]","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",价格
