评论内容_clean,tokens_jieba,text_clean_jieba,tokens_char,text_clean_char,类别,attributes
买的是套装牛角刮痧板很粗糙边缘不光滑只有6个齿而且齿只有1.5厘米的深度。在谭木匠买的28元牛角刮痧板比这个好没有齿的。,"[""买"", ""套装"", ""牛角"", ""刮痧"", ""板"", ""很"", ""粗糙"", ""边缘"", ""不"", ""光滑"", ""6"", ""个齿"", ""齿"", ""1.5"", ""厘米"", ""深度"", ""谭"", ""木匠"", ""买"", ""28"", ""元"", ""牛角"", ""刮痧"", ""板"", ""好"", ""没有"", ""齿""]",买 套装 牛角 刮痧 板 很 粗糙 边缘 不 光滑 6 个齿 齿 1.5 厘米 深度 谭 木匠 买 28 元 牛角 刮痧 板 好 没有 齿,"[""买"", ""套"", ""装"", ""牛"", ""角"", ""刮"", ""痧"", ""板"", ""很"", ""粗"", ""糙"", ""缘"", ""不"", ""光"", ""滑"", ""只"", ""6"", ""齿"", ""齿"", ""只"", ""1"", ""5"", ""厘"", ""米"", ""深"", ""度"", ""谭"", ""木"", ""匠"", ""买"", ""28"", ""元"", ""牛"", ""角"", ""刮"", ""痧"", ""板"", ""好"", ""没"", ""齿""]",买 套 装 牛 角 刮 痧 板 很 粗 糙 缘 不 光 滑 只 6 齿 齿 只 1 5 厘 米 深 度 谭 木 匠 买 28 元 牛 角 刮 痧 板 好 没 齿,"[{""类别"": ""家用电器"", ""类别ID"": 4}]","[{""aspect"": ""做工"", ""polarity"": 0}]"
四大名著--华夏出版社--又厚又便宜----超值。无删减精美喜欢。 亚马逊拼音-xun我老读成sun邮购多次了当地大书店卖全价亚马逊平均才半价千里免费送到家感谢亚马逊请记住网址 z.cn 提点倡议我不是托忠实fens 一本书从作者数月激情辛苦写作草书的手稿到编辑到出版社到印刷的多道工序到商家仓库千里送到家中间要费多少人力物力有些发行量仅几千本加牛毛税出书买书是不赚钱的如此低价亚马逊是在割肉。 看到很多读者抱怨送货的态度不好印刷不好个别错字缺页--小题大做--鸡蛋里挑骨头妄为孔老师多年教育给读书人丢脸读书人希望我们向孔乙己先生学习读书人偷书不算偷叫“窃”我也是这样的像笑林广记里面说的--又酸又臭君子些文明些宰相肚里能撑船吗。 看评论的要注意买到书认为好的觉得应该的大部分懒得来写评论满腹牢骚报复心理的人觉得欠了他的一定找这里写评论发泄。所以有些评论不太公正。 购书有个好心态读书才快乐哭也一天笑也一天调节一下心情你会觉得这个世界阳光很灿烂。,"[""四大名著"", ""华夏"", ""出版社"", ""厚"", ""便宜"", ""----"", ""超值"", ""无"", ""删减"", ""精美"", ""喜欢"", ""亚马逊"", ""拼音"", ""xun"", ""老"", ""读成"", ""sun"", ""邮购"", ""多次"", ""当地"", ""大"", ""书店"", ""卖"", ""全价"", ""亚马逊"", ""平均"", ""才"", ""半价"", ""千里"", ""免费"", ""送到"", ""家"", ""感谢"", ""亚马逊"", ""请"", ""记住"", ""网址"", ""z"", ""."", ""cn"", ""提"", ""点"", ""倡议"", ""不是"", ""托"", ""忠实"", ""fens"", ""本书"", ""作者"", ""数月"", ""激情"", ""辛苦"", ""写作"", ""草书"", ""手稿"", ""编辑"", ""出版社"", ""印刷"", ""道工序"", ""商家"", ""仓库"", ""千里"", ""送到"", ""家"", ""中间"", ""要费"", ""人力物力"", ""发行量"", ""仅"", ""几千本"", ""加"", ""牛毛"", ""税"", ""出书"", ""买书"", ""不"", ""赚钱"", ""低价"", ""亚马逊"", ""割肉"", ""看到"", ""很多"", ""读者"", ""抱怨"", ""送货"", ""态度"", ""不好"", ""印刷"", ""不好"", ""个别"", ""错字"", ""缺页"", ""小题大做"", ""鸡蛋里挑"", ""骨头"", ""妄为"", ""孔"", ""老师"", ""多年"", ""教育"", ""读书人"", ""丢脸"", ""读书人"", ""希望"", ""孔乙己"", ""先生"", ""学习"", ""读书人"", ""偷书"", ""不算"", ""偷叫"", ""窃"", ""笑林"", ""广记"", ""里面"", ""说"", ""酸"", ""臭"", ""君子"", ""些"", ""文明"", ""些"", ""宰相肚里"", ""撑船"", ""看"", ""评论"", ""注意"", ""买到"", ""书"", ""认为"", ""好"", ""觉得"", ""应该"", ""大部分"", ""懒得"", ""写"", ""评论"", ""满腹牢骚"", ""报复"", ""心理"", ""人"", ""觉得"", ""欠"", ""一定"", ""找"", ""写"", ""评论"", ""发泄"", ""评论"", ""不太"", ""公正"", ""购书"", ""有个"", ""好"", ""心态"", ""读书"", ""才"", ""快乐"", ""哭"", ""一天"", ""笑"", ""一天"", ""调节"", ""一下"", ""心情"", ""会"", ""觉得"", ""世界"", ""阳光"", ""很"", ""灿烂""]",四大名著 华夏 出版社 厚 便宜 ---- 超值 无 删减 精美 喜欢 亚马逊 拼音 xun 老 读成 sun 邮购 多次 当地 大 书店 卖 全价 亚马逊 平均 才 半价 千里 免费 送到 家 感谢 亚马逊 请 记住 网址 z . cn 提 点 倡议 不是 托 忠实 fens 本书 作者 数月 激情 辛苦 写作 草书 手稿 编辑 出版社 印刷 道工序 商家 仓库 千里 送到 家 中间 要费 人力物力 发行量 仅 几千本 加 牛毛 税 出书 买书 不 赚钱 低价 亚马逊 割肉 看到 很多 读者 抱怨 送货 态度 不好 印刷 不好 个别 错字 缺页 小题大做 鸡蛋里挑 骨头 妄为 孔 老师 多年 教育 读书人 丢脸 读书人 希望 孔乙己 先生 学习 读书人 偷书 不算 偷叫 窃 笑林 广记 里面 说 酸 臭 君子 些 文明 些 宰相肚里 撑船 看 评论 注意 买到 书 认为 好 觉得 应该 大部分 懒得 写 评论 满腹牢骚 报复 心理 人 觉得 欠 一定 找 写 评论 发泄 评论 不太 公正 购书 有个 好 心态 读书 才 快乐 哭 一天 笑 一天 调节 一下 心情 会 觉得 世界 阳光 很 灿烂,"[""四"", ""大"", ""名"", ""著"", ""华"", ""夏"", ""出"", ""版"", ""社"", ""厚"", ""便"", ""宜"", ""超"", ""值"", ""无"", ""删"", ""减"", ""精"", ""美"", ""喜"", ""欢"", ""亚"", ""马"", ""逊"", ""拼"", ""音"", ""xun"", ""老"", ""读"", ""成"", ""sun"", ""邮"", ""购"", ""次"", ""大"", ""书"", ""店"", ""卖"", ""全"", ""价"", ""亚"", ""马"", ""逊"", ""平"", ""均"", ""才"", ""半"", ""价"", ""千"", ""里"", ""免"", ""费"", ""送"", ""家"", ""感"", ""谢"", ""亚"", ""马"", ""逊"", ""请"", ""记"", ""住"", ""网"", ""址"", ""z"", ""cn"", ""提"", ""点"", ""倡"", ""议"", ""不"", ""托"", ""忠"", ""实"", ""fens"", ""书"", ""作"", ""数"", ""月"", ""激"", ""情"", ""辛"", ""苦"", ""写"", ""作"", ""草"", ""书"", ""手"", ""稿"", ""编"", ""辑"", ""出"", ""版"", ""社"", ""印"", ""刷"", ""道"", ""工"", ""序"", ""商"", ""家"", ""仓"", ""库"", ""千"", ""里"", ""送"", ""家"", ""中"", ""间"", ""费"", ""少"", ""人"", ""力"", ""物"", ""力"", ""些"", ""发"", ""行"", ""量"", ""仅"", ""千"", ""加"", ""牛"", ""毛"", ""税"", ""出"", ""书"", ""买"", ""书"", ""不"", ""赚"", ""钱"", ""低"", ""价"", ""亚"", ""马"", ""逊"", ""割"", ""肉"", ""看"", ""很"", ""读"", ""抱"", ""怨"", ""送"", ""货"", ""态"", ""度"", ""不"", ""好"", ""印"", ""刷"", ""不"", ""好"", ""错"", ""字"", ""缺"", ""页"", ""小"", ""题"", ""大"", ""做"", ""鸡"", ""蛋"", ""里"", ""挑"", ""骨"", ""头"", ""妄"", ""孔"", ""老"", ""师"", ""年"", ""教"", ""育"", ""读"", ""书"", ""人"", ""丢"", ""脸"", ""读"", ""书"", ""人"", ""希"", ""孔"", ""乙"", ""先"", ""生"", ""学"", ""习"", ""读"", ""书"", ""人"", ""偷"", ""书"", ""不"", ""算"", ""偷"", ""窃"", ""样"", ""笑"", ""林"", ""广"", ""记"", ""里"", ""面"", ""说"", ""酸"", ""臭"", ""君"", ""子"", ""些"", ""文"", ""明"", ""些"", ""宰"", ""相"", ""肚"", ""里"", ""撑"", ""船"", ""看"", ""评"", ""注"", ""意"", ""买"", ""书"", ""认"", ""好"", ""觉"", ""应"", ""大"", ""部"", ""分"", ""懒"", ""写"", ""评"", ""满"", ""腹"", ""牢"", ""骚"", ""报"", ""复"", ""心"", ""理"", ""人"", ""觉"", ""欠"", ""定"", ""找"", ""里"", ""写"", ""评"", ""发"", ""泄"", ""些"", ""评"", ""不"", ""太"", ""公"", ""正"", ""购"", ""书"", ""好"", ""心"", ""态"", ""读"", ""书"", ""才"", ""快"", ""乐"", ""哭"", ""天"", ""笑"", ""天"", ""调"", ""节"", ""下"", ""心"", ""情"", ""会"", ""觉"", ""世"", ""界"", ""阳"", ""光"", ""很"", ""灿"", ""烂""]",四 大 名 著 华 夏 出 版 社 厚 便 宜 超 值 无 删 减 精 美 喜 欢 亚 马 逊 拼 音 xun 老 读 成 sun 邮 购 次 大 书 店 卖 全 价 亚 马 逊 平 均 才 半 价 千 里 免 费 送 家 感 谢 亚 马 逊 请 记 住 网 址 z cn 提 点 倡 议 不 托 忠 实 fens 书 作 数 月 激 情 辛 苦 写 作 草 书 手 稿 编 辑 出 版 社 印 刷 道 工 序 商 家 仓 库 千 里 送 家 中 间 费 少 人 力 物 力 些 发 行 量 仅 千 加 牛 毛 税 出 书 买 书 不 赚 钱 低 价 亚 马 逊 割 肉 看 很 读 抱 怨 送 货 态 度 不 好 印 刷 不 好 错 字 缺 页 小 题 大 做 鸡 蛋 里 挑 骨 头 妄 孔 老 师 年 教 育 读 书 人 丢 脸 读 书 人 希 孔 乙 先 生 学 习 读 书 人 偷 书 不 算 偷 窃 样 笑 林 广 记 里 面 说 酸 臭 君 子 些 文 明 些 宰 相 肚 里 撑 船 看 评 注 意 买 书 认 好 觉 应 大 部 分 懒 写 评 满 腹 牢 骚 报 复 心 理 人 觉 欠 定 找 里 写 评 发 泄 些 评 不 太 公 正 购 书 好 心 态 读 书 才 快 乐 哭 天 笑 天 调 节 下 心 情 会 觉 世 界 阳 光 很 灿 烂,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""价格"", ""polarity"": 1}, {""aspect"": ""包装"", ""polarity"": 1}]"
这本书不错应该是正版 还便宜,"[""本书"", ""不错"", ""应该"", ""正版"", ""还"", ""便宜""]",本书 不错 应该 正版 还 便宜,"[""书"", ""不"", ""错"", ""应"", ""正"", ""版"", ""还"", ""便"", ""宜""]",书 不 错 应 正 版 还 便 宜,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
很喜欢价格不贵而且还赠送全套塔罗牌恰到好处。对我帮助很大。,"[""很"", ""喜欢"", ""价格"", ""不"", ""贵"", ""还"", ""赠送"", ""全套"", ""塔罗牌"", ""恰到好处"", ""帮助"", ""很大""]",很 喜欢 价格 不 贵 还 赠送 全套 塔罗牌 恰到好处 帮助 很大,"[""很"", ""喜"", ""欢"", ""价"", ""格"", ""不"", ""贵"", ""还"", ""赠"", ""送"", ""全"", ""套"", ""塔"", ""罗"", ""牌"", ""恰"", ""好"", ""处"", ""帮"", ""助"", ""很"", ""大""]",很 喜 欢 价 格 不 贵 还 赠 送 全 套 塔 罗 牌 恰 好 处 帮 助 很 大,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
速度很快很好书是正版下次,"[""速度"", ""很快"", ""很"", ""好书"", ""正版"", ""下次""]",速度 很快 很 好书 正版 下次,"[""速"", ""度"", ""很"", ""快"", ""很"", ""好"", ""书"", ""正"", ""版"", ""下"", ""次""]",速 度 很 快 很 好 书 正 版 下 次,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""物流"", ""polarity"": 1}]"
很好好看好用....,"[""很"", ""好好"", ""看好"", ""....""]",很 好好 看好 ....,"[""很"", ""好"", ""好"", ""看"", ""好""]",很 好 好 看 好,"[{""类别"": ""手机/数码"", ""类别ID"": 2}]","[{""aspect"": ""外观"", ""polarity"": 1}]"
正版的 不错哈 价格比较便宜,"[""正版"", ""不错"", ""价格"", ""比较"", ""便宜""]",正版 不错 价格 比较 便宜,"[""正"", ""版"", ""不"", ""错"", ""价"", ""格"", ""便"", ""宜""]",正 版 不 错 价 格 便 宜,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
这套书很精美图片立体感强孩子很喜欢看,"[""套书"", ""很"", ""精美图片"", ""立体感"", ""强"", ""孩子"", ""很"", ""喜欢"", ""看""]",套书 很 精美图片 立体感 强 孩子 很 喜欢 看,"[""套"", ""书"", ""很"", ""精"", ""美"", ""图"", ""片"", ""立"", ""体"", ""感"", ""强"", ""孩"", ""子"", ""很"", ""喜"", ""欢"", ""看""]",套 书 很 精 美 图 片 立 体 感 强 孩 子 很 喜 欢 看,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""包装"", ""polarity"": 1}]"
速度很快 放在D3200上不错,"[""速度"", ""很快"", ""放在"", ""D3200"", ""上"", ""不错""]",速度 很快 放在 D3200 上 不错,"[""速"", ""度"", ""很"", ""快"", ""放"", ""D"", ""3200"", ""上"", ""不"", ""错""]",速 度 很 快 放 D 3200 上 不 错,"[{""类别"": ""电脑/办公"", ""类别ID"": 1}]","[{""aspect"": ""物流"", ""polarity"": 1}]"
书很好很便宜。是正版书。非常好。,"[""书"", ""很"", ""好"", ""很"", ""便宜"", ""正版书"", ""非常"", ""好""]",书 很 好 很 便宜 正版书 非常 好,"[""书"", ""很"", ""好"", ""很"", ""便"", ""宜"", ""正"", ""版"", ""书"", ""非"", ""常"", ""好""]",书 很 好 很 便 宜 正 版 书 非 常 好,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
这个套装非常划算。快递也很给力很快而且包装的很严实还贴有液体易碎等标志2大瓶寄过来都是完好无损非常满意。,"[""套装"", ""非常"", ""划算"", ""快递"", ""很"", ""力"", ""很快"", ""包装"", ""很"", ""严实"", ""还"", ""贴"", ""液体"", ""易碎"", ""标志"", ""2"", ""大瓶"", ""寄过来"", ""都"", ""完好无损"", ""非常"", ""满意""]",套装 非常 划算 快递 很 力 很快 包装 很 严实 还 贴 液体 易碎 标志 2 大瓶 寄过来 都 完好无损 非常 满意,"[""套"", ""装"", ""非"", ""常"", ""划"", ""算"", ""快"", ""递"", ""很"", ""力"", ""很"", ""快"", ""包"", ""装"", ""很"", ""严"", ""实"", ""还"", ""贴"", ""液"", ""体"", ""易"", ""碎"", ""标"", ""志"", ""2"", ""大"", ""瓶"", ""寄"", ""都"", ""完"", ""好"", ""无"", ""损"", ""非"", ""常"", ""满"", ""意""]",套 装 非 常 划 算 快 递 很 力 很 快 包 装 很 严 实 还 贴 液 体 易 碎 标 志 2 大 瓶 寄 都 完 好 无 损 非 常 满 意,"[{""类别"": ""美妆个护"", ""类别ID"": 3}]","[{""aspect"": ""价格"", ""polarity"": 1}, {""aspect"": ""包装"", ""polarity"": 1}]"
送的锅那个差啊我自己还得另卖锅真心不值贪便宜的要小心了买这个还得自带锅火力调节很差及其容易胡锅注意了,"[""送"", ""锅"", ""差"", ""还"", ""卖"", ""锅"", ""真心"", ""不值"", ""贪便宜"", ""小心"", ""买"", ""还"", ""自带"", ""锅"", ""火力"", ""调节"", ""很差"", ""容易"", ""胡锅"", ""注意""]",送 锅 差 还 卖 锅 真心 不值 贪便宜 小心 买 还 自带 锅 火力 调节 很差 容易 胡锅 注意,"[""送"", ""锅"", ""差"", ""还"", ""卖"", ""锅"", ""真"", ""心"", ""不"", ""值"", ""贪"", ""便"", ""宜"", ""小"", ""心"", ""买"", ""还"", ""带"", ""锅"", ""火"", ""力"", ""调"", ""节"", ""很"", ""差"", ""容"", ""易"", ""胡"", ""锅"", ""注"", ""意""]",送 锅 差 还 卖 锅 真 心 不 值 贪 便 宜 小 心 买 还 带 锅 火 力 调 节 很 差 容 易 胡 锅 注 意,"[{""类别"": ""家用电器"", ""类别ID"": 4}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
同事买过孩子的书质量不错。,"[""同事"", ""买过"", ""孩子"", ""书"", ""质量"", ""不错""]",同事 买过 孩子 书 质量 不错,"[""事"", ""买"", ""孩"", ""子"", ""书"", ""质"", ""量"", ""不"", ""错""]",事 买 孩 子 书 质 量 不 错,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""质量"", ""polarity"": 1}]"
只是里面东西的塑封装估计因为这样才便宜送人的话不要选。,"[""里面"", ""东西"", ""塑"", ""封装"", ""估计"", ""才"", ""便宜"", ""送人"", ""不要"", ""选""]",里面 东西 塑 封装 估计 才 便宜 送人 不要 选,"[""只"", ""里"", ""面"", ""东"", ""西"", ""塑"", ""封"", ""装"", ""估"", ""计"", ""样"", ""才"", ""便"", ""宜"", ""送"", ""人"", ""话"", ""不"", ""选""]",只 里 面 东 西 塑 封 装 估 计 样 才 便 宜 送 人 话 不 选,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
好看了很多介绍才买的希望女儿喜欢,"[""好看"", ""很多"", ""介绍"", ""才"", ""买"", ""希望"", ""女儿"", ""喜欢""]",好看 很多 介绍 才 买 希望 女儿 喜欢,"[""好"", ""看"", ""很"", ""介"", ""绍"", ""才"", ""买"", ""希"", ""女"", ""儿"", ""喜"", ""欢""]",好 看 很 介 绍 才 买 希 女 儿 喜 欢,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""外观"", ""polarity"": 1}]"
戴着试听了下效果还蛮不错的配着偶飞利浦的小mp3正好希望能耐用点,"[""戴着"", ""试听"", ""下"", ""效果"", ""还"", ""蛮"", ""不错"", ""配着"", ""偶"", ""飞利浦"", ""小"", ""mp3"", ""正好"", ""希望"", ""能耐"", ""用点""]",戴着 试听 下 效果 还 蛮 不错 配着 偶 飞利浦 小 mp3 正好 希望 能耐 用点,"[""戴"", ""试"", ""听"", ""下"", ""效"", ""果"", ""还"", ""蛮"", ""不"", ""错"", ""配"", ""偶"", ""飞"", ""利"", ""浦"", ""小"", ""mp"", ""3"", ""正"", ""好"", ""希"", ""耐"", ""点""]",戴 试 听 下 效 果 还 蛮 不 错 配 偶 飞 利 浦 小 mp 3 正 好 希 耐 点,"[{""类别"": ""电脑/办公"", ""类别ID"": 1}]","[{""aspect"": ""质量"", ""polarity"": 1}]"
对亚马逊失望了一直在这里买东西这次买的中兴手机居然是个坏的。太坑爹了。退货还麻烦得很需要去维修部做鉴定。,"[""亚马逊"", ""失望"", ""买"", ""东西"", ""这次"", ""买"", ""中兴"", ""手机"", ""居然"", ""坏"", ""太坑"", ""爹"", ""退货"", ""还"", ""麻烦"", ""很"", ""需要"", ""去"", ""维修部"", ""做"", ""鉴定""]",亚马逊 失望 买 东西 这次 买 中兴 手机 居然 坏 太坑 爹 退货 还 麻烦 很 需要 去 维修部 做 鉴定,"[""亚"", ""马"", ""逊"", ""失"", ""直"", ""里"", ""买"", ""东"", ""西"", ""次"", ""买"", ""中"", ""兴"", ""手"", ""机"", ""居"", ""然"", ""坏"", ""太"", ""坑"", ""爹"", ""退"", ""货"", ""还"", ""麻"", ""烦"", ""很"", ""需"", ""去"", ""维"", ""修"", ""部"", ""做"", ""鉴"", ""定""]",亚 马 逊 失 直 里 买 东 西 次 买 中 兴 手 机 居 然 坏 太 坑 爹 退 货 还 麻 烦 很 需 去 维 修 部 做 鉴 定,"[{""类别"": ""手机/数码"", ""类别ID"": 2}]","[{""aspect"": ""价格"", ""polarity"": 0}]"
质量好线装的有特色值得入手。。。,"[""质量"", ""好"", ""线装"", ""特色"", ""值得"", ""入手""]",质量 好 线装 特色 值得 入手,"[""质"", ""量"", ""好"", ""线"", ""装"", ""特"", ""色"", ""值"", ""入"", ""手""]",质 量 好 线 装 特 色 值 入 手,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""质量"", ""polarity"": 1}]"
香水瓶很漂亮关键是香味非常不错头香很甜中香和尾香闻起来很淡雅很凉爽反正我的鼻子很喜欢,"[""香水瓶"", ""很漂亮"", ""关键"", ""香味"", ""非常"", ""不错"", ""头香"", ""很甜"", ""中香"", ""尾"", ""香闻"", ""起来"", ""很"", ""淡雅"", ""很"", ""凉爽"", ""反正"", ""鼻子"", ""很"", ""喜欢""]",香水瓶 很漂亮 关键 香味 非常 不错 头香 很甜 中香 尾 香闻 起来 很 淡雅 很 凉爽 反正 鼻子 很 喜欢,"[""香"", ""水"", ""瓶"", ""很"", ""漂"", ""亮"", ""关"", ""键"", ""香"", ""味"", ""非"", ""常"", ""不"", ""错"", ""头"", ""香"", ""很"", ""甜"", ""中"", ""香"", ""尾"", ""香"", ""闻"", ""很"", ""淡"", ""雅"", ""很"", ""凉"", ""爽"", ""反"", ""正"", ""鼻"", ""子"", ""很"", ""喜"", ""欢""]",香 水 瓶 很 漂 亮 关 键 香 味 非 常 不 错 头 香 很 甜 中 香 尾 香 闻 很 淡 雅 很 凉 爽 反 正 鼻 子 很 喜 欢,"[{""类别"": ""美妆个护"", ""类别ID"": 3}]","[{""aspect"": ""外观"", ""polarity"": 1}]"
指定教材印刷质量一般发货速度慢了,"[""指定"", ""教材"", ""印刷"", ""质量"", ""发货"", ""速度慢""]",指定 教材 印刷 质量 发货 速度慢,"[""指"", ""定"", ""教"", ""材"", ""印"", ""刷"", ""质"", ""量"", ""般"", ""发"", ""货"", ""速"", ""度"", ""慢""]",指 定 教 材 印 刷 质 量 般 发 货 速 度 慢,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""质量"", ""polarity"": 0}]"
刚收到。很实惠挺喜欢的...下次还会光顾....,"[""刚"", ""收到"", ""很"", ""实惠"", ""挺"", ""喜欢"", ""下次"", ""还会"", ""光顾"", ""....""]",刚 收到 很 实惠 挺 喜欢 下次 还会 光顾 ....,"[""刚"", ""收"", ""很"", ""实"", ""惠"", ""挺"", ""喜"", ""欢"", ""下"", ""次"", ""还"", ""会"", ""光"", ""顾""]",刚 收 很 实 惠 挺 喜 欢 下 次 还 会 光 顾,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
以各种姿势摔过好几次了都无恙。只是非金属的笔杆手痒的话会把笔杆抠得坑坑洼洼的,"[""姿势"", ""摔过"", ""好"", ""几次"", ""都"", ""无恙"", ""非金属"", ""笔杆"", ""手痒"", ""会"", ""笔杆"", ""抠"", ""坑坑洼洼""]",姿势 摔过 好 几次 都 无恙 非金属 笔杆 手痒 会 笔杆 抠 坑坑洼洼,"[""姿"", ""势"", ""摔"", ""好"", ""次"", ""都"", ""无"", ""恙"", ""只"", ""非"", ""金"", ""属"", ""笔"", ""杆"", ""手"", ""痒"", ""话"", ""会"", ""笔"", ""杆"", ""抠"", ""坑"", ""坑"", ""洼"", ""洼""]",姿 势 摔 好 次 都 无 恙 只 非 金 属 笔 杆 手 痒 话 会 笔 杆 抠 坑 坑 洼 洼,"[{""类别"": ""电脑/办公"", ""类别ID"": 1}]","[{""aspect"": ""价格"", ""polarity"": 0}]"
在同类产品中性价比高。,"[""同类产品"", ""中"", ""性价比"", ""高""]",同类产品 中 性价比 高,"[""类"", ""产"", ""品"", ""中"", ""性"", ""价"", ""高""]",类 产 品 中 性 价 高,"[{""类别"": ""家居生活"", ""类别ID"": 5}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
拿到书以后满心期待地翻看结果令我大失所望。自认为书写得太粗燥不符合内地的妈妈们看。这是我买的最糟糕的一本书。,"[""拿到"", ""书"", ""以后"", ""满心"", ""期待"", ""翻看"", ""令"", ""大失所望"", ""认为"", ""书写"", ""太粗"", ""燥"", ""不"", ""符合"", ""内地"", ""妈妈"", ""看"", ""买"", ""最"", ""糟糕"", ""本书""]",拿到 书 以后 满心 期待 翻看 令 大失所望 认为 书写 太粗 燥 不 符合 内地 妈妈 看 买 最 糟糕 本书,"[""书"", ""后"", ""满"", ""心"", ""期"", ""翻"", ""看"", ""结"", ""果"", ""令"", ""大"", ""失"", ""认"", ""书"", ""写"", ""太"", ""粗"", ""燥"", ""不"", ""符"", ""合"", ""内"", ""妈"", ""妈"", ""看"", ""买"", ""最"", ""糟"", ""糕"", ""书""]",书 后 满 心 期 翻 看 结 果 令 大 失 认 书 写 太 粗 燥 不 符 合 内 妈 妈 看 买 最 糟 糕 书,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""描述"", ""polarity"": 0}]"
收到书可算是长长吁了口气终于买齐了全套虽然等了几天但还是相对的价格优惠了不少。 小孩看的入了迷昨晚还给讲了一路的故事我没有看不好对其内容作评论。,"[""收到"", ""书"", ""算是"", ""长长"", ""吁"", ""口气"", ""终于"", ""买齐"", ""全套"", ""几天"", ""相对"", ""价格"", ""优惠"", ""不少"", ""小孩"", ""看"", ""入"", ""迷"", ""昨晚"", ""还给"", ""讲"", ""一路"", ""故事"", ""没有"", ""看"", ""不好"", ""内容"", ""作"", ""评论""]",收到 书 算是 长长 吁 口气 终于 买齐 全套 几天 相对 价格 优惠 不少 小孩 看 入 迷 昨晚 还给 讲 一路 故事 没有 看 不好 内容 作 评论,"[""收"", ""书"", ""算"", ""长"", ""长"", ""吁"", ""口"", ""气"", ""终"", ""买"", ""齐"", ""全"", ""套"", ""然"", ""天"", ""还"", ""相"", ""价"", ""格"", ""优"", ""惠"", ""不"", ""少"", ""小"", ""孩"", ""看"", ""入"", ""迷"", ""昨"", ""晚"", ""还"", ""讲"", ""路"", ""事"", ""没"", ""看"", ""不"", ""好"", ""内"", ""容"", ""作"", ""评""]",收 书 算 长 长 吁 口 气 终 买 齐 全 套 然 天 还 相 价 格 优 惠 不 少 小 孩 看 入 迷 昨 晚 还 讲 路 事 没 看 不 好 内 容 作 评,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
书很好装帧精美。很满意,"[""书"", ""很"", ""好"", ""装帧"", ""精美"", ""很"", ""满意""]",书 很 好 装帧 精美 很 满意,"[""书"", ""很"", ""好"", ""装"", ""帧"", ""精"", ""美"", ""很"", ""满"", ""意""]",书 很 好 装 帧 精 美 很 满 意,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""包装"", ""polarity"": 1}]"
质量很好字很大适合小孩看,"[""质量"", ""很"", ""好"", ""字"", ""很大"", ""适合"", ""小孩"", ""看""]",质量 很 好 字 很大 适合 小孩 看,"[""质"", ""量"", ""很"", ""好"", ""字"", ""很"", ""大"", ""适"", ""合"", ""小"", ""孩"", ""看""]",质 量 很 好 字 很 大 适 合 小 孩 看,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""质量"", ""polarity"": 1}]"
包装简陋没想象那么精致估计冒牌货不过用着还行一洗就发硬了,"[""包装"", ""简陋"", ""没"", ""想象"", ""精致"", ""估计"", ""冒牌货"", ""还行"", ""一洗"", ""发硬""]",包装 简陋 没 想象 精致 估计 冒牌货 还行 一洗 发硬,"[""包"", ""装"", ""简"", ""陋"", ""没"", ""想"", ""象"", ""精"", ""致"", ""估"", ""计"", ""牌"", ""货"", ""不"", ""还"", ""行"", ""洗"", ""发"", ""硬""]",包 装 简 陋 没 想 象 精 致 估 计 牌 货 不 还 行 洗 发 硬,"[{""类别"": ""电脑/办公"", ""类别ID"": 1}]","[{""aspect"": ""包装"", ""polarity"": 0}]"
